tbl,col,type,rows,non_null,null_pct
sys_auth_mfa_factors,auth_mfa_factor_secret,text,6,6,0.0
sys_auth_mfa_factors,auth_mfa_factor_metadata,jsonb,6,6,0.0
sys_auth_mfa_factors,auth_mfa_factor_verified,boolean,6,6,0.0
sys_auth_mfa_factors,auth_mfa_factor_last_used_at,timestamp with time zone,6,6,0.0
sys_auth_mfa_factors,created_at,timestamp with time zone,6,6,0.0
sys_auth_mfa_policies,auth_mfa_policy_id,uuid,2,2,0.0
sys_auth_mfa_policies,auth_mfa_policy_tenant_id,uuid,2,2,0.0
sys_auth_mfa_policies,auth_mfa_policy_enabled,boolean,2,2,0.0
sys_auth_mfa_policies,auth_mfa_policy_role_codes,ARRAY,2,0,100.0
sys_auth_mfa_policies,created_at,timestamp with time zone,2,2,0.0
