tbl,col,type,rows,non_null,null_pct
sys_engagement_survey_templates,template_metadata,jsonb,5,5,0.0
sys_engagement_survey_templates,created_at,timestamp with time zone,5,5,0.0
sys_engagement_survey_templates,updated_at,timestamp with time zone,5,5,0.0
sys_engagement_surveys,survey_id,uuid,6,6,0.0
sys_engagement_surveys,survey_tenant_id,uuid,6,6,0.0
sys_engagement_surveys,survey_natural_key,character varying,6,6,0.0
sys_engagement_surveys,survey_template_id,uuid,6,0,100.0
sys_engagement_surveys,survey_title,character varying,6,6,0.0
sys_engagement_surveys,survey_description,text,6,6,0.0
sys_engagement_surveys,survey_questions,jsonb,6,6,0.0
sys_engagement_surveys,survey_status,character varying,6,6,0.0
sys_engagement_surveys,survey_audience_type,character varying,6,6,0.0
sys_engagement_surveys,survey_audience_ids,ARRAY,6,6,0.0
sys_engagement_surveys,survey_is_anonymous,boolean,6,6,0.0
sys_engagement_surveys,survey_total_invitations,integer,6,6,0.0
sys_engagement_surveys,survey_total_responses,integer,6,6,0.0
sys_engagement_surveys,survey_created_by_user_id,uuid,6,6,0.0
sys_engagement_surveys,survey_start_date,timestamp with time zone,6,6,0.0
sys_engagement_surveys,survey_end_date,timestamp with time zone,6,6,0.0
sys_engagement_surveys,survey_metadata,jsonb,6,6,0.0
sys_engagement_surveys,created_at,timestamp with time zone,6,6,0.0
sys_engagement_surveys,updated_at,timestamp with time zone,6,6,0.0
sys_enterprise_size_bands,enterprise_size_band_id,uuid,4,4,0.0
sys_enterprise_size_bands,enterprise_size_band_code,character varying,4,4,0.0
sys_enterprise_size_bands,enterprise_size_band_name,character varying,4,4,0.0
sys_enterprise_size_bands,enterprise_size_band_min_employees,integer,4,4,0.0
sys_enterprise_size_bands,enterprise_size_band_max_employees,integer,4,4,0.0
sys_enterprise_size_bands,enterprise_size_band_min_revenue_eur,numeric,4,0,100.0
sys_enterprise_size_bands,enterprise_size_band_max_revenue_eur,numeric,4,0,100.0
sys_enterprise_size_bands,enterprise_size_band_description,text,4,0,100.0
sys_enterprise_size_bands,enterprise_size_band_metadata,jsonb,4,4,0.0
sys_enterprise_size_bands,created_at,timestamp with time zone,4,4,0.0
sys_enterprise_size_bands,updated_at,timestamp with time zone,4,4,0.0
sys_enterprise_typing_profiles,enterprise_typing_profile_id,uuid,2,2,0.0
sys_enterprise_typing_profiles,enterprise_typing_tenant_id,uuid,2,2,0.0
sys_enterprise_typing_profiles,enterprise_typing_industry_class_id,uuid,2,2,0.0
sys_enterprise_typing_profiles,enterprise_typing_size_band_id,uuid,2,2,0.0
sys_enterprise_typing_profiles,enterprise_typing_operating_model_id,uuid,2,2,0.0
sys_enterprise_typing_profiles,enterprise_typing_regulatory_intensity,character varying,2,2,0.0
sys_enterprise_typing_profiles,enterprise_typing_employee_count,integer,2,1,50.0
sys_enterprise_typing_profiles,enterprise_typing_revenue_eur,numeric,2,0,100.0
sys_enterprise_typing_profiles,enterprise_typing_country_code,character,2,2,0.0
sys_enterprise_typing_profiles,enterprise_typing_assessed_at,timestamp with time zone,2,2,0.0
sys_enterprise_typing_profiles,enterprise_typing_metadata,jsonb,2,2,0.0
sys_enterprise_typing_profiles,created_at,timestamp with time zone,2,2,0.0
sys_enterprise_typing_profiles,created_by,uuid,2,0,100.0
sys_enterprise_typing_profiles,updated_at,timestamp with time zone,2,2,0.0
sys_enterprise_typing_profiles,updated_by,uuid,2,1,50.0
sys_esco_occupation_embeddings,esco_occupation_embedding_id,uuid,3045,3045,0.0
sys_esco_occupation_embeddings,esco_uri,text,3045,3045,0.0
sys_esco_occupation_embeddings,embedding,USER-DEFINED,3045,3045,0.0
sys_esco_occupation_embeddings,label_text,text,3045,3045,0.0
sys_esco_occupation_embeddings,isco_code,text,3045,3045,0.0
sys_esco_occupation_embeddings,model_id,text,3045,3045,0.0
sys_esco_occupation_embeddings,source_text_hash,text,3045,3045,0.0
sys_esco_occupation_embeddings,created_at,timestamp with time zone,3045,3045,0.0
sys_esco_occupation_mappings,esco_occupation_mapping_id,uuid,7675,7675,0.0
sys_esco_occupation_mappings,esco_occupation_mapping_job_role_id,uuid,7675,25,99.7
sys_esco_occupation_mappings,esco_occupation_mapping_esco_uri,text,7675,7675,0.0
sys_esco_occupation_mappings,esco_occupation_mapping_esco_label,character varying,7675,3070,60.0
sys_esco_occupation_mappings,esco_occupation_mapping_isco_code,character varying,7675,3070,60.0
sys_esco_occupation_mappings,esco_occupation_mapping_confidence,numeric,7675,7675,0.0
sys_esco_occupation_mappings,esco_occupation_mapping_metadata,jsonb,7675,7675,0.0
sys_esco_occupation_mappings,created_at,timestamp with time zone,7675,7675,0.0
sys_esco_occupation_mappings,updated_at,timestamp with time zone,7675,7675,0.0
sys_feedback_360_responses,response_id,uuid,390,390,0.0
sys_feedback_360_responses,response_tenant_id,uuid,390,390,0.0
sys_feedback_360_responses,response_natural_key,character varying,390,390,0.0
sys_feedback_360_responses,response_target_user_id,uuid,390,390,0.0
sys_feedback_360_responses,response_reviewer_user_id,uuid,390,390,0.0
sys_feedback_360_responses,response_review_id,uuid,390,0,100.0
sys_feedback_360_responses,response_relationship_type,character varying,390,390,0.0
sys_feedback_360_responses,response_overall_rating,numeric,390,390,0.0
sys_feedback_360_responses,response_strengths,text,390,390,0.0
sys_feedback_360_responses,response_areas_for_improvement,text,390,390,0.0
sys_feedback_360_responses,response_is_anonymous,boolean,390,390,0.0
sys_feedback_360_responses,response_status,character varying,390,390,0.0
sys_feedback_360_responses,response_sentiment_score,numeric,390,0,100.0
sys_feedback_360_responses,response_submission_time_seconds,integer,390,0,100.0
sys_feedback_360_responses,response_completed_at,timestamp with time zone,390,390,0.0
sys_feedback_360_responses,response_metadata,jsonb,390,390,0.0
sys_feedback_360_responses,created_at,timestamp with time zone,390,390,0.0
sys_flight_risk_scores,flight_risk_score_id,uuid,159,159,0.0
sys_flight_risk_scores,flight_risk_score_tenant_id,uuid,159,159,0.0
sys_flight_risk_scores,flight_risk_score_user_id,uuid,159,159,0.0
sys_flight_risk_scores,flight_risk_score_value,numeric,159,159,0.0
sys_flight_risk_scores,flight_risk_score_band,character varying,159,159,0.0
sys_flight_risk_scores,flight_risk_score_model_version,character varying,159,159,0.0
sys_flight_risk_scores,flight_risk_score_payload,jsonb,159,159,0.0
sys_flight_risk_scores,flight_risk_score_computed_at,timestamp with time zone,159,159,0.0
sys_flight_risk_scores,created_at,timestamp with time zone,159,159,0.0
sys_gap_analysis_results,gap_analysis_result_id,uuid,270,270,0.0
sys_gap_analysis_results,gap_analysis_result_tenant_id,uuid,270,270,0.0
sys_gap_analysis_results,gap_analysis_result_user_id,uuid,270,270,0.0
sys_gap_analysis_results,gap_analysis_result_position_id,uuid,270,0,100.0
sys_gap_analysis_results,gap_analysis_result_kind,character varying,270,270,0.0
sys_gap_analysis_results,gap_analysis_result_payload,jsonb,270,270,0.0
sys_gap_analysis_results,gap_analysis_result_overall_score,numeric,270,270,0.0
sys_gap_analysis_results,gap_analysis_result_computed_at,timestamp with time zone,270,270,0.0
sys_gap_analysis_results,created_at,timestamp with time zone,270,270,0.0
sys_gap_closure_actions,gap_closure_action_id,uuid,440,440,0.0
sys_gap_closure_actions,gap_closure_action_gap_id,uuid,440,440,0.0
sys_gap_closure_actions,gap_closure_action_tenant_id,uuid,440,440,0.0
sys_gap_closure_actions,gap_closure_action_kind,character varying,440,440,0.0
sys_gap_closure_actions,gap_closure_action_status,character varying,440,440,0.0
sys_gap_closure_actions,gap_closure_action_owner_user_id,uuid,440,0,100.0
sys_gap_closure_actions,gap_closure_action_due_date,date,440,0,100.0
sys_gap_closure_actions,gap_closure_action_payload,jsonb,440,440,0.0
sys_gap_closure_actions,created_at,timestamp with time zone,440,440,0.0
sys_gap_closure_actions,updated_at,timestamp with time zone,440,440,0.0
sys_gap_closure_plans,gap_closure_plan_id,uuid,36,36,0.0
sys_gap_closure_plans,gap_closure_plan_tenant_id,uuid,36,36,0.0
sys_gap_closure_plans,gap_closure_plan_user_id,uuid,36,36,0.0
sys_gap_closure_plans,gap_closure_plan_position_id,uuid,36,0,100.0
sys_gap_closure_plans,gap_closure_plan_milestones,jsonb,36,36,0.0
sys_gap_closure_plans,gap_closure_plan_status,character varying,36,36,0.0
sys_gap_closure_plans,gap_closure_plan_owner_user_id,uuid,36,0,100.0
sys_gap_closure_plans,gap_closure_plan_target_completion_date,date,36,0,100.0
sys_gap_closure_plans,gap_closure_plan_metadata,jsonb,36,36,0.0
sys_gap_closure_plans,created_at,timestamp with time zone,36,36,0.0
sys_gap_closure_plans,created_by,uuid,36,0,100.0
sys_gap_closure_plans,updated_at,timestamp with time zone,36,36,0.0
sys_gap_closure_plans,updated_by,uuid,36,0,100.0
sys_goal_alignments,alignment_id,uuid,100,100,0.0
sys_goal_alignments,alignment_tenant_id,uuid,100,100,0.0
sys_goal_alignments,alignment_source_goal_id,uuid,100,100,0.0
sys_goal_alignments,alignment_aligned_goal_id,uuid,100,100,0.0
sys_goal_alignments,alignment_natural_key,character varying,100,100,0.0
sys_goal_alignments,alignment_type,character varying,100,100,0.0
sys_goal_alignments,alignment_weight,numeric,100,100,0.0
sys_goal_alignments,alignment_metadata,jsonb,100,100,0.0
sys_goal_alignments,created_at,timestamp with time zone,100,100,0.0
sys_goal_check_ins,check_in_id,uuid,1000,1000,0.0
sys_goal_check_ins,check_in_tenant_id,uuid,1000,1000,0.0
sys_goal_check_ins,check_in_goal_id,uuid,1000,1000,0.0
sys_goal_check_ins,check_in_subject_user_id,uuid,1000,1000,0.0
sys_goal_check_ins,check_in_natural_key,character varying,1000,1000,0.0
sys_goal_check_ins,check_in_date,date,1000,1000,0.0
sys_goal_check_ins,check_in_previous_progress,integer,1000,1000,0.0
sys_goal_check_ins,check_in_new_progress,integer,1000,1000,0.0
sys_goal_check_ins,check_in_status_update,character varying,1000,1000,0.0
sys_goal_check_ins,check_in_notes,text,1000,1000,0.0
sys_goal_check_ins,check_in_blockers,text,1000,197,80.3
sys_goal_check_ins,check_in_next_steps,text,1000,809,19.1
sys_goal_check_ins,check_in_confidence_level,integer,1000,1000,0.0
sys_goal_check_ins,check_in_metadata,jsonb,1000,1000,0.0
sys_goal_check_ins,created_at,timestamp with time zone,1000,1000,0.0
sys_goal_comments,comment_id,uuid,856,856,0.0
sys_goal_comments,comment_tenant_id,uuid,856,856,0.0
sys_goal_comments,comment_goal_id,uuid,856,856,0.0
sys_goal_comments,comment_author_user_id,uuid,856,0,100.0
sys_goal_comments,comment_parent_comment_id,uuid,856,0,100.0
sys_goal_comments,comment_natural_key,character varying,856,856,0.0
sys_goal_comments,comment_content,text,856,856,0.0
sys_goal_comments,comment_is_private,boolean,856,856,0.0
sys_goal_comments,comment_metadata,jsonb,856,856,0.0
sys_goal_comments,created_at,timestamp with time zone,856,856,0.0
sys_goal_comments,updated_at,timestamp with time zone,856,856,0.0
sys_goal_milestones,milestone_id,uuid,1000,1000,0.0
sys_goal_milestones,milestone_tenant_id,uuid,1000,1000,0.0
sys_goal_milestones,milestone_goal_id,uuid,1000,1000,0.0
sys_goal_milestones,milestone_natural_key,character varying,1000,1000,0.0
sys_goal_milestones,milestone_title,character varying,1000,1000,0.0
sys_goal_milestones,milestone_description,text,1000,1000,0.0
sys_goal_milestones,milestone_target_date,date,1000,1000,0.0
sys_goal_milestones,milestone_completed_at,timestamp with time zone,1000,218,78.2
sys_goal_milestones,milestone_status,character varying,1000,1000,0.0
sys_goal_milestones,milestone_weight,numeric,1000,1000,0.0
sys_goal_milestones,milestone_metadata,jsonb,1000,1000,0.0
sys_goal_milestones,milestone_created_by,uuid,1000,0,100.0
sys_goal_milestones,milestone_updated_by,uuid,1000,0,100.0
sys_goal_milestones,created_at,timestamp with time zone,1000,1000,0.0
sys_goal_milestones,updated_at,timestamp with time zone,1000,1000,0.0
sys_goal_templates,template_id,uuid,40,40,0.0
sys_goal_templates,template_tenant_id,uuid,40,40,0.0
sys_goal_templates,template_role_id,uuid,40,0,100.0
sys_goal_templates,template_org_unit_id,uuid,40,0,100.0
sys_goal_templates,template_natural_key,character varying,40,40,0.0
sys_goal_templates,template_name,character varying,40,40,0.0
sys_goal_templates,template_description,text,40,40,0.0
sys_goal_templates,template_category,character varying,40,40,0.0
sys_goal_templates,template_goal_type,character varying,40,40,0.0
sys_goal_templates,template_suggested_metrics,ARRAY,40,40,0.0
sys_goal_templates,template_suggested_duration_days,integer,40,40,0.0
sys_goal_templates,template_suggested_weight,numeric,40,40,0.0
sys_goal_templates,template_difficulty_level,character varying,40,40,0.0
sys_goal_templates,template_is_company_wide,boolean,40,40,0.0
sys_goal_templates,template_usage_count,integer,40,40,0.0
sys_goal_templates,template_is_active,boolean,40,40,0.0
sys_goal_templates,template_deleted_at,timestamp with time zone,40,0,100.0
sys_goal_templates,template_metadata,jsonb,40,40,0.0
sys_goal_templates,template_created_by,uuid,40,0,100.0
sys_goal_templates,template_updated_by,uuid,40,0,100.0
sys_goal_templates,created_at,timestamp with time zone,40,40,0.0
sys_goal_templates,updated_at,timestamp with time zone,40,40,0.0
sys_goal_updates,update_id,uuid,1811,1811,0.0
sys_goal_updates,update_tenant_id,uuid,1811,1811,0.0
sys_goal_updates,update_goal_id,uuid,1811,1811,0.0
sys_goal_updates,update_author_user_id,uuid,1811,0,100.0
sys_goal_updates,update_natural_key,character varying,1811,1811,0.0
sys_goal_updates,update_type,character varying,1811,1811,0.0
sys_goal_updates,update_previous_progress,numeric,1811,1811,0.0
sys_goal_updates,update_new_progress,numeric,1811,1811,0.0
sys_goal_updates,update_previous_status,character varying,1811,99,94.5
sys_goal_updates,update_new_status,character varying,1811,99,94.5
sys_goal_updates,update_content,text,1811,1712,5.5
sys_goal_updates,update_attachments,jsonb,1811,1811,0.0
sys_goal_updates,update_metadata,jsonb,1811,1811,0.0
sys_goal_updates,created_at,timestamp with time zone,1811,1811,0.0
sys_goals,goal_id,uuid,1067,1067,0.0
sys_goals,goal_tenant_id,uuid,1067,1067,0.0
sys_goals,goal_natural_key,character varying,1067,1067,0.0
sys_goals,goal_subject_user_id,uuid,1067,0,100.0
sys_goals,goal_owner_user_id,uuid,1067,0,100.0
sys_goals,goal_parent_goal_id,uuid,1067,0,100.0
sys_goals,goal_template_id,uuid,1067,0,100.0
sys_goals,goal_title,character varying,1067,1067,0.0
sys_goals,goal_description,text,1067,1067,0.0
sys_goals,goal_type,character varying,1067,1067,0.0
sys_goals,goal_category,character varying,1067,978,8.3
sys_goals,goal_priority,character varying,1067,1067,0.0
sys_goals,goal_status,character varying,1067,1067,0.0
sys_goals,goal_progress_percent,integer,1067,1067,0.0
sys_goals,goal_weight,numeric,1067,1067,0.0
sys_goals,goal_start_date,date,1067,1067,0.0
sys_goals,goal_due_date,date,1067,1067,0.0
sys_goals,goal_completed_at,timestamp with time zone,1067,0,100.0
sys_goals,goal_tags,jsonb,1067,1067,0.0
sys_goals,goal_custom_fields,jsonb,1067,1067,0.0
sys_goals,goal_metadata,jsonb,1067,1067,0.0
sys_goals,goal_created_by,uuid,1067,0,100.0
sys_goals,goal_updated_by,uuid,1067,0,100.0
sys_goals,created_at,timestamp with time zone,1067,1067,0.0
sys_goals,updated_at,timestamp with time zone,1067,1067,0.0
sys_inbox_notifications,notification_id,uuid,50,50,0.0
sys_inbox_notifications,notification_tenant_id,uuid,50,50,0.0
sys_inbox_notifications,notification_user_id,uuid,50,50,0.0
sys_inbox_notifications,notification_type,character varying,50,50,0.0
sys_inbox_notifications,notification_subject,character varying,50,50,0.0
sys_inbox_notifications,notification_body,text,50,50,0.0
sys_inbox_notifications,notification_action_url,text,50,50,0.0
sys_inbox_notifications,notification_resource_type,character varying,50,50,0.0
sys_inbox_notifications,notification_resource_id,uuid,50,0,100.0
sys_inbox_notifications,notification_priority,character varying,50,50,0.0
sys_inbox_notifications,notification_status,character varying,50,50,0.0
sys_inbox_notifications,notification_read_at,timestamp with time zone,50,0,100.0
sys_inbox_notifications,notification_dismissed_at,timestamp with time zone,50,0,100.0
sys_inbox_notifications,notification_expires_at,timestamp with time zone,50,0,100.0
sys_inbox_notifications,created_at,timestamp with time zone,50,50,0.0
sys_inbox_notifications,created_by,uuid,50,0,100.0
sys_job_families,job_family_id,uuid,27,27,0.0
sys_job_families,job_family_code,character varying,27,27,0.0
sys_job_families,job_family_name,character varying,27,27,0.0
sys_job_families,job_family_description,text,27,27,0.0
sys_job_families,job_family_metadata,jsonb,27,27,0.0
sys_job_families,created_at,timestamp with time zone,27,27,0.0
sys_job_families,updated_at,timestamp with time zone,27,27,0.0
sys_job_role_embeddings,job_role_embedding_id,uuid,136,136,0.0
sys_job_role_embeddings,job_role_id,uuid,136,136,0.0
sys_job_role_embeddings,embedding,USER-DEFINED,136,136,0.0
sys_job_role_embeddings,model_id,text,136,136,0.0
sys_job_role_embeddings,source_text_hash,text,136,136,0.0
sys_job_role_embeddings,created_at,timestamp with time zone,136,136,0.0
sys_job_roles,job_role_id,uuid,136,136,0.0
sys_job_roles,job_role_family_id,uuid,136,25,81.6
sys_job_roles,job_role_code,character varying,136,136,0.0
sys_job_roles,job_role_name,character varying,136,136,0.0
sys_job_roles,job_role_description,text,136,49,64.0
sys_job_roles,job_role_seniority_level,character varying,136,74,45.6
sys_job_roles,job_role_metadata,jsonb,136,136,0.0
sys_job_roles,created_at,timestamp with time zone,136,136,0.0
sys_job_roles,created_by,uuid,136,0,100.0
sys_job_roles,updated_at,timestamp with time zone,136,136,0.0
sys_job_roles,updated_by,uuid,136,0,100.0
sys_kpi_assessment_methods,kpi_assessment_method_id,uuid,5,5,0.0
sys_kpi_assessment_methods,kpi_assessment_method_code,character varying,5,5,0.0
sys_kpi_assessment_methods,kpi_assessment_method_name,character varying,5,5,0.0
sys_kpi_assessment_methods,kpi_assessment_method_description,text,5,0,100.0
sys_kpi_assessment_methods,kpi_assessment_method_metadata,jsonb,5,5,0.0
sys_kpi_assessment_methods,created_at,timestamp with time zone,5,5,0.0
sys_kpi_assessment_results,kpi_assessment_result_id,uuid,248,248,0.0
sys_kpi_assessment_results,kpi_assessment_result_tenant_id,uuid,248,248,0.0
sys_kpi_assessment_results,kpi_assessment_result_kpi_id,uuid,248,248,0.0
sys_kpi_assessment_results,kpi_assessment_result_user_id,uuid,248,248,0.0
sys_kpi_assessment_results,kpi_assessment_result_position_id,uuid,248,0,100.0
sys_kpi_assessment_results,kpi_assessment_result_period_start,date,248,248,0.0
sys_kpi_assessment_results,kpi_assessment_result_period_end,date,248,248,0.0
sys_kpi_assessment_results,kpi_assessment_result_method_id,uuid,248,0,100.0
sys_kpi_assessment_results,kpi_assessment_result_score,numeric,248,248,0.0
sys_kpi_assessment_results,kpi_assessment_result_payload,jsonb,248,248,0.0
sys_kpi_assessment_results,kpi_assessment_result_computed_at,timestamp with time zone,248,248,0.0
sys_kpi_assessment_results,created_at,timestamp with time zone,248,248,0.0
sys_kpi_definitions,kpi_definition_id,uuid,243,243,0.0
sys_kpi_definitions,kpi_definition_tenant_id,uuid,243,0,100.0
sys_kpi_definitions,kpi_definition_code,character varying,243,243,0.0
sys_kpi_definitions,kpi_definition_name,character varying,243,243,0.0
sys_kpi_definitions,kpi_definition_description,text,243,126,48.1
sys_kpi_definitions,kpi_definition_formula,text,243,0,100.0
sys_kpi_definitions,kpi_definition_unit,character varying,243,226,7.0
sys_kpi_definitions,kpi_definition_polarity,character varying,243,243,0.0
sys_kpi_definitions,kpi_definition_is_global,boolean,243,243,0.0
sys_kpi_definitions,kpi_definition_metadata,jsonb,243,243,0.0
sys_kpi_definitions,created_at,timestamp with time zone,243,243,0.0
sys_kpi_definitions,created_by,uuid,243,0,100.0
sys_kpi_definitions,updated_at,timestamp with time zone,243,243,0.0
sys_kpi_definitions,updated_by,uuid,243,0,100.0
sys_kpi_measurements,kpi_measurement_id,uuid,248,248,0.0
sys_kpi_measurements,kpi_measurement_tenant_id,uuid,248,248,0.0
sys_kpi_measurements,kpi_measurement_kpi_id,uuid,248,248,0.0
sys_kpi_measurements,kpi_measurement_user_id,uuid,248,248,0.0
sys_kpi_measurements,kpi_measurement_position_id,uuid,248,0,100.0
sys_kpi_measurements,kpi_measurement_period_start,date,248,248,0.0
sys_kpi_measurements,kpi_measurement_period_end,date,248,248,0.0
sys_kpi_measurements,kpi_measurement_value,numeric,248,248,0.0
sys_kpi_measurements,kpi_measurement_unit,character varying,248,0,100.0
sys_kpi_measurements,kpi_measurement_source,character varying,248,248,0.0
sys_kpi_measurements,kpi_measurement_recorded_at,timestamp with time zone,248,248,0.0
sys_kpi_measurements,kpi_measurement_metadata,jsonb,248,248,0.0
sys_kpi_measurements,created_at,timestamp with time zone,248,248,0.0
sys_kpi_metric_definitions,kpi_metric_definition_id,uuid,243,243,0.0
sys_kpi_metric_definitions,kpi_metric_definition_kpi_id,uuid,243,243,0.0
sys_kpi_metric_definitions,kpi_metric_definition_code,character varying,243,243,0.0
sys_kpi_metric_definitions,kpi_metric_definition_name,character varying,243,243,0.0
sys_kpi_metric_definitions,kpi_metric_definition_unit,character varying,243,226,7.0
sys_kpi_metric_definitions,kpi_metric_definition_aggregation,character varying,243,243,0.0
sys_kpi_metric_definitions,kpi_metric_definition_metadata,jsonb,243,243,0.0
sys_kpi_metric_definitions,created_at,timestamp with time zone,243,243,0.0
sys_kpi_metric_definitions,updated_at,timestamp with time zone,243,243,0.0
sys_kpi_targets,kpi_target_id,uuid,248,248,0.0
sys_kpi_targets,kpi_target_tenant_id,uuid,248,248,0.0
sys_kpi_targets,kpi_target_kpi_id,uuid,248,248,0.0
sys_kpi_targets,kpi_target_position_id,uuid,248,0,100.0
sys_kpi_targets,kpi_target_user_id,uuid,248,248,0.0
sys_kpi_targets,kpi_target_period_start,date,248,248,0.0
sys_kpi_targets,kpi_target_period_end,date,248,248,0.0
sys_kpi_targets,kpi_target_target_value,numeric,248,248,0.0
sys_kpi_targets,kpi_target_minimum_value,numeric,248,142,42.7
sys_kpi_targets,kpi_target_stretch_value,numeric,248,142,42.7
sys_kpi_targets,kpi_target_unit,character varying,248,0,100.0
sys_kpi_targets,kpi_target_metadata,jsonb,248,248,0.0
sys_kpi_targets,created_at,timestamp with time zone,248,248,0.0
sys_kpi_targets,created_by,uuid,248,0,100.0
sys_kpi_targets,updated_at,timestamp with time zone,248,248,0.0
sys_kpi_targets,updated_by,uuid,248,0,100.0
sys_kpi_weighting_rules,kpi_weighting_rule_id,uuid,3,3,0.0
sys_kpi_weighting_rules,kpi_weighting_rule_code,character varying,3,3,0.0
sys_kpi_weighting_rules,kpi_weighting_rule_name,character varying,3,3,0.0
sys_kpi_weighting_rules,kpi_weighting_rule_kind,character varying,3,3,0.0
sys_kpi_weighting_rules,kpi_weighting_rule_payload,jsonb,3,3,0.0
sys_kpi_weighting_rules,kpi_weighting_rule_description,text,3,0,100.0
sys_kpi_weighting_rules,created_at,timestamp with time zone,3,3,0.0
sys_learning_gaps,learning_gap_id,uuid,270,270,0.0
sys_learning_gaps,learning_gap_tenant_id,uuid,270,270,0.0
sys_learning_gaps,learning_gap_user_id,uuid,270,270,0.0
sys_learning_gaps,learning_gap_position_id,uuid,270,0,100.0
sys_learning_gaps,learning_gap_skill_id,uuid,270,0,100.0
sys_learning_gaps,learning_gap_required_proficiency,character varying,270,0,100.0
sys_learning_gaps,learning_gap_current_proficiency,character varying,270,0,100.0
sys_learning_gaps,learning_gap_score,numeric,270,270,0.0
sys_learning_gaps,learning_gap_severity,character varying,270,270,0.0
sys_learning_gaps,learning_gap_detected_at,timestamp with time zone,270,270,0.0
sys_learning_gaps,learning_gap_metadata,jsonb,270,270,0.0
sys_learning_gaps,created_at,timestamp with time zone,270,270,0.0
sys_learning_gaps,updated_at,timestamp with time zone,270,270,0.0
sys_learning_modules,learning_module_id,uuid,7427,7427,0.0
sys_learning_modules,learning_module_tenant_id,uuid,7427,4959,33.2
sys_learning_modules,learning_module_code,character varying,7427,7427,0.0
sys_learning_modules,learning_module_title,character varying,7427,7427,0.0
sys_learning_modules,learning_module_description,text,7427,912,87.7
sys_learning_modules,learning_module_kind,character varying,7427,7427,0.0
sys_learning_modules,learning_module_delivery,character varying,7427,7427,0.0
sys_learning_modules,learning_module_duration_minutes,integer,7427,912,87.7
sys_learning_modules,learning_module_is_global,boolean,7427,7427,0.0
sys_learning_modules,learning_module_metadata,jsonb,7427,7427,0.0
sys_learning_modules,created_at,timestamp with time zone,7427,7427,0.0
sys_learning_modules,created_by,uuid,7427,1,100.0
sys_learning_modules,updated_at,timestamp with time zone,7427,7427,0.0
sys_learning_modules,updated_by,uuid,7427,0,100.0
sys_learning_path_steps,learning_path_step_id,uuid,124,124,0.0
sys_learning_path_steps,learning_path_step_path_id,uuid,124,124,0.0
sys_learning_path_steps,learning_path_step_module_id,uuid,124,124,0.0
sys_learning_path_steps,learning_path_step_ordinal,smallint,124,124,0.0
sys_learning_path_steps,learning_path_step_is_prerequisite_for,jsonb,124,124,0.0
sys_learning_path_steps,learning_path_step_metadata,jsonb,124,124,0.0
sys_learning_path_steps,created_at,timestamp with time zone,124,124,0.0
sys_learning_path_steps,updated_at,timestamp with time zone,124,124,0.0
sys_learning_paths,learning_path_id,uuid,4667,4667,0.0
sys_learning_paths,learning_path_tenant_id,uuid,4667,3219,31.0
sys_learning_paths,learning_path_code,character varying,4667,4667,0.0
sys_learning_paths,learning_path_name,character varying,4667,4667,0.0
sys_learning_paths,learning_path_description,text,4667,157,96.6
sys_learning_paths,learning_path_target_outcome,text,4667,0,100.0
sys_learning_paths,learning_path_is_global,boolean,4667,4667,0.0
sys_learning_paths,learning_path_metadata,jsonb,4667,4667,0.0
sys_learning_paths,created_at,timestamp with time zone,4667,4667,0.0
sys_learning_paths,created_by,uuid,4667,0,100.0
sys_learning_paths,updated_at,timestamp with time zone,4667,4667,0.0
sys_learning_paths,updated_by,uuid,4667,0,100.0
sys_leave_accrual_rules,accrual_rule_id,uuid,20,20,0.0
sys_leave_accrual_rules,accrual_rule_tenant_id,uuid,20,20,0.0
sys_leave_accrual_rules,accrual_rule_natural_key,character varying,20,20,0.0
sys_leave_accrual_rules,accrual_rule_leave_type,character varying,20,20,0.0
sys_leave_accrual_rules,accrual_rule_name,character varying,20,20,0.0
sys_leave_accrual_rules,accrual_rule_description,text,20,20,0.0
sys_leave_accrual_rules,accrual_rule_method,character varying,20,20,0.0
sys_leave_accrual_rules,accrual_rule_amount,numeric,20,20,0.0
sys_leave_accrual_rules,accrual_rule_max_accrual,numeric,20,20,0.0
sys_leave_accrual_rules,accrual_rule_allow_carryover,boolean,20,20,0.0
sys_leave_accrual_rules,accrual_rule_max_carryover_days,numeric,20,20,0.0
sys_leave_accrual_rules,accrual_rule_carryover_expiry_months,integer,20,20,0.0
sys_leave_accrual_rules,accrual_rule_min_tenure_months,integer,20,20,0.0
sys_leave_accrual_rules,accrual_rule_prorated_first_year,boolean,20,20,0.0
sys_leave_accrual_rules,accrual_rule_ccnl_type,character varying,20,20,0.0
sys_leave_accrual_rules,accrual_rule_is_ccnl_default,boolean,20,20,0.0
sys_leave_accrual_rules,accrual_rule_is_active,boolean,20,20,0.0
sys_leave_accrual_rules,accrual_rule_deleted_at,timestamp with time zone,20,0,100.0
sys_leave_accrual_rules,accrual_rule_metadata,jsonb,20,20,0.0
sys_leave_accrual_rules,accrual_rule_created_by,uuid,20,0,100.0
sys_leave_accrual_rules,accrual_rule_updated_by,uuid,20,0,100.0
sys_leave_accrual_rules,created_at,timestamp with time zone,20,20,0.0
sys_leave_accrual_rules,updated_at,timestamp with time zone,20,20,0.0
sys_leave_balance_transactions,transaction_id,uuid,20,20,0.0
sys_leave_balance_transactions,transaction_tenant_id,uuid,20,20,0.0
sys_leave_balance_transactions,transaction_natural_key,character varying,20,20,0.0
