entity_table,entity_ref,field,locale,text,source
sys_occupation_classifications,CP_2021:6.2.1.1,name,en,Foundry Casters and Coremakers,LLM
sys_occupation_classifications,CP_2021:6.2.1.2,name,en,Welders and Flame Cutters,LLM
sys_occupation_classifications,CP_2021:6.2.1.3,name,en,"Sheet Metal Workers and Boilermakers, Including Layout Markers",LLM
sys_occupation_classifications,CP_2021:6.2.1.4,name,en,Metal Structure Assemblers,LLM
sys_occupation_classifications,CP_2021:6.2.1.5,name,en,Riggers and Assemblers of Metal Cables for Industrial and Transport Use,LLM
sys_occupation_classifications,CP_2021:6.2.1.6,name,en,Divers and Underwater Workers,LLM
sys_occupation_classifications,CP_2021:6.2.1.7,name,en,Electric and ASME-Standard Welding Specialists,LLM
sys_occupation_classifications,CP_2021:6.2.1.8,name,en,Platers,LLM
sys_occupation_classifications,CP_2021:6.2.2.1,name,en,"Blacksmiths, Ingot Casters and Forging Press Operators",LLM
sys_occupation_classifications,CP_2021:6.2.2.2,name,en,"Toolmakers, Patternmakers and Mechanical Layout Markers",LLM
sys_occupation_classifications,CP_2021:6.2.2.3,name,en,Machine Tool Setters and Related Professions,LLM
sys_occupation_classifications,CP_2021:6.2.3.1,name,en,"Craft Mechanics, Automobile Repairers and Maintenance Workers and Related Professions",LLM
sys_occupation_classifications,CP_2021:6.2.3.2,name,en,Aircraft Engine Mechanics and Repairers,LLM
sys_occupation_classifications,CP_2021:6.2.3.3,name,en,Industrial Machinery Mechanics and Fitters and Related Professions,LLM
sys_occupation_classifications,CP_2021:6.2.3.4,name,en,Refrigeration Technicians,LLM
sys_occupation_classifications,CP_2021:6.2.3.5,name,en,"Mechanics and Fitters of Industrial Thermal, Hydraulic and Air Conditioning Equipment",LLM
sys_occupation_classifications,CP_2021:6.2.3.6,name,en,Test Mechanics,LLM
sys_occupation_classifications,CP_2021:6.2.3.7,name,en,Craft and Industrial Painters,LLM
sys_occupation_classifications,CP_2021:6.2.3.8,name,en,Naval Mechanics and Fitters,LLM
sys_occupation_classifications,CP_2021:6.2.4.1,name,en,Electrical and Electromechanical Equipment Installers and Repairers,LLM
sys_occupation_classifications,CP_2021:6.2.4.2,name,en,Industrial and Measuring Electronic Equipment Maintenance and Repair Technicians,LLM
sys_occupation_classifications,CP_2021:6.2.4.3,name,en,"Radio, Television and Related Equipment Repairers",LLM
sys_occupation_classifications,CP_2021:6.2.4.4,name,en,Telecommunications Equipment Installers and Repairers,LLM
sys_occupation_classifications,CP_2021:6.2.4.5,name,en,"Electrical Line Installers, Repairers and Cable Fitters",LLM
sys_occupation_classifications,CP_2021:6.2.4.6,name,en,"Computer Equipment Installers, Maintenance Workers and Repairers",LLM
sys_occupation_classifications,CP_2021:6.3.1.1,name,en,Precision Mechanics,LLM
sys_occupation_classifications,CP_2021:6.3.1.2,name,en,Mechanics and Repairers of Dental and Orthopaedic Prostheses,LLM
sys_occupation_classifications,CP_2021:6.3.1.3,name,en,"Craftsmen and Workers in Musical Instrument Making, Assembly and Tuning",LLM
sys_occupation_classifications,CP_2021:6.3.1.4,name,en,Watch and Clock Makers and Repairers,LLM
sys_occupation_classifications,CP_2021:6.3.1.5,name,en,Optical Instrument and Lens Makers,LLM
sys_occupation_classifications,CP_2021:6.3.1.6,name,en,"Goldsmiths, Jewellers and Related Professions",LLM
sys_occupation_classifications,CP_2021:6.3.2.1,name,en,Potters and Related Professions in Ceramic and Abrasive Products,LLM
sys_occupation_classifications,CP_2021:6.3.2.2,name,en,"Glass Blowers, Moulders, Cutters, Grinders and Polishers",LLM
sys_occupation_classifications,CP_2021:6.3.2.3,name,en,Glass Engravers and Etchers,LLM
sys_occupation_classifications,CP_2021:6.3.2.4,name,en,Glass and Ceramic Painters and Decorators,LLM
sys_occupation_classifications,CP_2021:6.3.3.1,name,en,Craftsmen in Artistic Woodworking and Related Materials,LLM
sys_occupation_classifications,CP_2021:6.3.3.2,name,en,"Craftsmen in Artistic Handwork of Textiles, Leather and Similar Materials",LLM
sys_occupation_classifications,CP_2021:6.3.4.1,name,en,Prepress Operators,LLM
sys_occupation_classifications,CP_2021:6.3.4.2,name,en,Offset and Rotary Press Printers,LLM
sys_occupation_classifications,CP_2021:6.3.4.3,name,en,"Zincographers, Stereotypers and Electrotypers",LLM
sys_occupation_classifications,CP_2021:6.3.4.4,name,en,"Craft Engravers, Etchers, Screen Printers and Related Professions",LLM
sys_occupation_classifications,CP_2021:6.3.4.5,name,en,Bookbinders and Related Professions,LLM
sys_occupation_classifications,CP_2021:6.4.1.1,name,en,Skilled Farmers and Farm Workers in Field Crops,LLM
sys_occupation_classifications,CP_2021:6.4.1.2,name,en,"Skilled Farmers and Farm Workers in Tree and Vine Crops, Including Vines, Olives, Citrus and Fruit Trees",LLM
sys_occupation_classifications,CP_2021:6.4.1.3,name,en,"Skilled Farmers and Farm Workers in Gardens and Nurseries, Flower and Ornamental Plant Growing, Protected Vegetable Crops and Market Gardens",LLM
sys_occupation_classifications,CP_2021:6.4.1.4,name,en,Skilled Farmers and Farm Workers in Mixed Crop Farming,LLM
sys_occupation_classifications,CP_2021:6.4.2.1,name,en,Skilled Livestock Breeders and Farm Workers in Cattle and Horse Breeding,LLM
sys_occupation_classifications,CP_2021:6.4.2.2,name,en,Skilled Livestock Breeders and Farm Workers in Sheep and Goat Breeding,LLM
sys_occupation_classifications,CP_2021:6.4.2.3,name,en,Skilled Livestock Breeders and Farm Workers in Pig Breeding,LLM
sys_occupation_classifications,CP_2021:6.4.2.4,name,en,Skilled Livestock Breeders and Farm Workers in Poultry Breeding,LLM
sys_occupation_classifications,CP_2021:6.4.2.5,name,en,Skilled Livestock Breeders and Farm Workers in Mixed Livestock Breeding,LLM
sys_occupation_classifications,CP_2021:6.4.2.6,name,en,Skilled Livestock Breeders and Farm Workers in Insect Farming,LLM
sys_occupation_classifications,CP_2021:6.4.2.9,name,en,Other Skilled Livestock Breeders and Farm Workers in Animal Husbandry,LLM
sys_occupation_classifications,CP_2021:6.4.3.1,name,en,Livestock Breeders and Farmers,LLM
sys_occupation_classifications,CP_2021:6.4.4.1,name,en,Skilled Forestry Workers,LLM
sys_occupation_classifications,CP_2021:6.4.5.1,name,en,Aquaculture Workers and Related Professions,LLM
sys_occupation_classifications,CP_2021:6.4.5.2,name,en,Coastal and Inland Water Fishermen,LLM
sys_occupation_classifications,CP_2021:6.4.5.3,name,en,Deep-Sea Fishermen,LLM
sys_occupation_classifications,CP_2021:6.4.5.4,name,en,Hunters,LLM
sys_occupation_classifications,CP_2021:6.5.1.1,name,en,"Butchers, Fishmongers and Related Professions",LLM
sys_occupation_classifications,CP_2021:6.5.1.2,name,en,Craft Bakers and Pasta Makers,LLM
sys_occupation_classifications,CP_2021:6.5.1.3,name,en,"Craft Pastry Chefs, Ice Cream Makers and Preservers",LLM
sys_occupation_classifications,CP_2021:6.5.1.4,name,en,Food and Beverage Tasters and Graders,LLM
sys_occupation_classifications,CP_2021:6.5.1.5,name,en,Craft and Related Workers in Cheese Making,LLM
sys_occupation_classifications,CP_2021:6.5.1.6,name,en,Tobacco Leaf Preparers and Processors,LLM
sys_occupation_classifications,CP_2021:6.5.2.1,name,en,"Craft and Related Workers in Wood Treatment (Steam Bending, Artificial Seasoning, Chemical Treatments)",LLM
sys_occupation_classifications,CP_2021:6.5.2.2,name,en,"Carpenters, Joiners and Woodworking Machine Setters",LLM
sys_occupation_classifications,CP_2021:6.5.2.3,name,en,"Chair Caners, Basket Makers, Brush Makers, Cork Workers and Related Workers",LLM
sys_occupation_classifications,CP_2021:6.5.3.1,name,en,Fibre Preparers,LLM
sys_occupation_classifications,CP_2021:6.5.3.2,name,en,Hand Weavers and Knitters,LLM
sys_occupation_classifications,CP_2021:6.5.3.3,name,en,"Tailors, Dressmakers, Cutters, Pattern Makers and Hatters",LLM
sys_occupation_classifications,CP_2021:6.5.3.4,name,en,"Furriers, Fur Pattern Makers and Related Workers",LLM
sys_occupation_classifications,CP_2021:6.5.3.5,name,en,"Linen Workers, Hand Embroiderers and Related Workers",LLM
sys_occupation_classifications,CP_2021:6.5.3.6,name,en,Upholsterers and Mattress Makers,LLM
sys_occupation_classifications,CP_2021:6.5.3.7,name,en,Craft Workers and Dry-Cleaning and Laundry Workers,LLM
sys_occupation_classifications,CP_2021:6.5.4.1,name,en,Tanners and Fur Dressers,LLM
sys_occupation_classifications,CP_2021:6.5.4.2,name,en,Craft and Related Workers in Footwear Making,LLM
sys_occupation_classifications,CP_2021:6.5.4.3,name,en,Luggage and Handbag Makers and Related Workers,LLM
sys_occupation_classifications,CP_2021:6.5.5.1,name,en,Stage Machinists and Stagehands,LLM
sys_occupation_classifications,CP_2021:7.1.1.1,name,en,Mining and Quarrying Plant Operators,LLM
sys_occupation_classifications,CP_2021:7.1.1.2,name,en,Ore and Stone Primary Processing Plant Operators,LLM
sys_occupation_classifications,CP_2021:7.1.1.3,name,en,"Well Drillers, Borers and Prospecting Operators in Oil and Gas Extraction",LLM
sys_occupation_classifications,CP_2021:7.1.2.1,name,en,"Smelters, Blast-Furnace, Converter and Refining Furnace Operators (Steel Industry)",LLM
sys_occupation_classifications,CP_2021:7.1.2.2,name,en,"Melting Furnace Operators, Metal and Alloy Casters and Rolling-Mill Operators",LLM
sys_occupation_classifications,CP_2021:7.1.2.3,name,en,Metal Heat-Treating Plant Operators,LLM
sys_occupation_classifications,CP_2021:7.1.2.4,name,en,Metal Drawers and Extruders,LLM
sys_occupation_classifications,CP_2021:7.1.2.5,name,en,Non-Ferrous Metal Production and Refining Plant Operators,LLM
sys_occupation_classifications,CP_2021:7.1.3.1,name,en,"Dosing, Mixing and Kneading Plant Operators for Glass, Ceramic and Brick Materials",LLM
sys_occupation_classifications,CP_2021:7.1.3.2,name,en,Kiln and Other Plant Operators for Glass Making,LLM
sys_occupation_classifications,CP_2021:7.1.3.3,name,en,Ceramic and Terracotta Forming Plant Operators,LLM
sys_occupation_classifications,CP_2021:7.1.3.4,name,en,Kiln and Other Plant Operators for Brick and Tile Production,LLM
sys_occupation_classifications,CP_2021:7.1.4.1,name,en,"Wood Panel Mass-Production Plant Operators (Plywood, Chipboard and Related Products)",LLM
sys_occupation_classifications,CP_2021:7.1.4.2,name,en,Wood Pulp and Papermill Raw Material Preparation Plant Operators,LLM
sys_occupation_classifications,CP_2021:7.1.4.3,name,en,Papermaking Plant Operators,LLM
sys_occupation_classifications,CP_2021:7.1.5.1,name,en,Petroleum Product Refining Plant Operators,LLM
sys_occupation_classifications,CP_2021:7.1.5.2,name,en,Basic and Fine Chemicals Processing Plant and Machine Operators,LLM
sys_occupation_classifications,CP_2021:7.1.5.3,name,en,Chemical-Derived Products Manufacturing Machine Operators,LLM
sys_occupation_classifications,CP_2021:7.1.6.1,name,en,Steam Boiler and Thermal Engine Operators in Industrial Plants,LLM
sys_occupation_classifications,CP_2021:7.1.6.2,name,en,Waste Recovery and Recycling and Water Treatment and Distribution Plant Operators,LLM
sys_occupation_classifications,CP_2021:7.1.7.1,name,en,Automated Assembly-Line Operators,LLM
sys_occupation_classifications,CP_2021:7.1.8.1,name,en,Mill and Kneading Machine Operators,LLM
sys_occupation_classifications,CP_2021:7.1.8.2,name,en,Kiln and Similar Plant Operators for Mineral Heat Treatment,LLM
sys_occupation_classifications,CP_2021:7.2.1.1,name,en,Automatic and Semi-Automatic Industrial Machine-Tool Operators,LLM
sys_occupation_classifications,CP_2021:7.2.1.2,name,en,Cement and Related Product Manufacturing Machine Operators,LLM
sys_occupation_classifications,CP_2021:7.2.1.3,name,en,Abrasives and Mineral Abrasive Product Manufacturing Machine Operators,LLM
sys_occupation_classifications,CP_2021:7.2.2.1,name,en,"Metal Finishers, Metal Coaters, Electroplaters and Related Workers",LLM
sys_occupation_classifications,CP_2021:7.2.2.2,name,en,Photographic Product Manufacturing Machine Operators (Film and Related Products),LLM
sys_occupation_classifications,CP_2021:7.2.3.1,name,en,Tyre Assembly and Vulcanising Machine Operators,LLM
sys_occupation_classifications,CP_2021:7.2.3.2,name,en,Rubber Product Manufacturing Machine Operators,LLM
sys_occupation_classifications,CP_2021:7.2.3.3,name,en,Plastic and Related Product Manufacturing Machine Operators,LLM
sys_occupation_classifications,CP_2021:7.2.4.1,name,en,Furniture and Wood Product Mass-Production Machine Operators,LLM
sys_occupation_classifications,CP_2021:7.2.5.1,name,en,Printing Machine Operators for Paper and Cardboard,LLM
sys_occupation_classifications,CP_2021:7.2.5.2,name,en,Paper and Cardboard Product Manufacturing Machine Operators,LLM
sys_occupation_classifications,CP_2021:7.2.5.3,name,en,Bookbinding and Related Machine Operators,LLM
sys_occupation_classifications,CP_2021:7.2.6.1,name,en,Spinning and Winding Machine Operators,LLM
sys_occupation_classifications,CP_2021:7.2.6.2,name,en,Weaving and Knitting Machine Operators,LLM
sys_occupation_classifications,CP_2021:7.2.6.3,name,en,Industrial Garment Manufacturing Machine Operators,LLM
sys_occupation_classifications,CP_2021:7.2.6.4,name,en,Yarn and Industrial Fabric Treatment Machine Operators,LLM
sys_occupation_classifications,CP_2021:7.2.6.5,name,en,Textile Printing Machine Operators,LLM
sys_occupation_classifications,CP_2021:7.2.6.6,name,en,Industrial Machine Operators for Leather and Fur Product Preparation and Mass Production,LLM
sys_occupation_classifications,CP_2021:7.2.6.7,name,en,Footwear Mass-Production Machine Operators,LLM
sys_occupation_classifications,CP_2021:7.2.6.9,name,en,"Other Textile, Garment and Related Industry Machine Operators",LLM
sys_occupation_classifications,CP_2021:7.2.7.1,name,en,Mass-Production Assemblers of Machine Parts,LLM
sys_occupation_classifications,CP_2021:7.2.7.2,name,en,Electrical Equipment Assemblers and Wirers,LLM
sys_occupation_classifications,CP_2021:7.2.7.3,name,en,Electronic and Telecommunications Equipment Assemblers and Wirers,LLM
sys_occupation_classifications,CP_2021:7.2.7.4,name,en,"Mass-Production Assemblers of Metal, Rubber and Plastic Products",LLM
sys_occupation_classifications,CP_2021:7.2.7.5,name,en,Mass-Production Assemblers of Wood and Related Products,LLM
sys_occupation_classifications,CP_2021:7.2.7.6,name,en,"Mass-Production Assemblers of Cardboard, Fabric and Related Products",LLM
sys_occupation_classifications,CP_2021:7.2.7.9,name,en,Other Mass-Production Assemblers of Industrial Products,LLM
sys_occupation_classifications,CP_2021:7.2.8.1,name,en,Industrial Product Packaging Machine Operators,LLM
sys_occupation_classifications,CP_2021:7.3.1.1,name,en,Stationary Plant Operators in Agriculture and Livestock Farming,LLM
sys_occupation_classifications,CP_2021:7.3.1.2,name,en,Olive-Processing Plant Operators,LLM
sys_occupation_classifications,CP_2021:7.3.1.3,name,en,"Milk Cooling, Hygienic Treatment and Primary Processing Operators",LLM
sys_occupation_classifications,CP_2021:7.3.2.1,name,en,Meat and Fish Processing and Preserving Machine Operators,LLM
sys_occupation_classifications,CP_2021:7.3.2.2,name,en,Dairy Product Industrial Processing Machine Operators,LLM
sys_occupation_classifications,CP_2021:7.3.2.3,name,en,Industrial Machine Operators for Grain and Spice Processing and Cereal-Based Products (Pasta and Related Products),LLM
sys_occupation_classifications,CP_2021:7.3.2.4,name,en,"Fruit, Nut, Vegetable, Legume and Rice Treatment and Preserving Machine Operators",LLM
sys_occupation_classifications,CP_2021:7.3.2.5,name,en,Sugar Production and Refining Machine Operators,LLM
sys_occupation_classifications,CP_2021:7.3.2.6,name,en,"Tea, Coffee, Cocoa and Chocolate Preparation and Production Machine Operators",LLM
sys_occupation_classifications,CP_2021:7.3.2.7,name,en,Tobacco Product Processing Machine Operators,LLM
sys_occupation_classifications,CP_2021:7.3.2.8,name,en,"Industrial Winemakers, Brewers and Machine Operators for Spirits and Soft and Carbonated Drink Preparation",LLM
sys_occupation_classifications,CP_2021:7.3.2.9,name,en,Confectionery and Bakery Product Manufacturing Machine Operators,LLM
sys_occupation_classifications,CP_2021:7.4.1.1,name,en,Train Drivers,LLM
sys_occupation_classifications,CP_2021:7.4.1.2,name,en,"Train Inspection, Dispatching and Shunting Operators",LLM
sys_occupation_classifications,CP_2021:7.4.1.3,name,en,Cableway Operators,LLM
sys_occupation_classifications,CP_2021:7.4.2.1,name,en,"Taxi Drivers and Car, Van and Other Passenger Vehicle Drivers",LLM
sys_occupation_classifications,CP_2021:7.4.2.2,name,en,"Bus, Tram and Trolleybus Drivers",LLM
sys_occupation_classifications,CP_2021:7.4.2.3,name,en,Heavy Vehicle and Truck Drivers,LLM
sys_occupation_classifications,CP_2021:7.4.2.4,name,en,Animal-Drawn Vehicle Drivers,LLM
sys_occupation_classifications,CP_2021:7.4.3.1,name,en,Agricultural Tractor Drivers,LLM
sys_occupation_classifications,CP_2021:7.4.3.2,name,en,"Agricultural Harvester, Reaper, Chopper and Baler Operators",LLM
sys_occupation_classifications,CP_2021:7.4.3.3,name,en,Forestry Machinery Operators,LLM
sys_occupation_classifications,CP_2021:7.4.4.1,name,en,Earth-Moving Machinery Operators,LLM
sys_occupation_classifications,CP_2021:7.4.4.2,name,en,Mobile Construction Drilling Machinery Operators,LLM
sys_occupation_classifications,CP_2021:7.4.4.3,name,en,Crane and Lifting Equipment Operators,LLM
sys_occupation_classifications,CP_2021:7.4.4.4,name,en,Forklift Truck Operators,LLM
sys_occupation_classifications,CP_2021:7.4.5.1,name,en,Deck Crew,LLM
sys_occupation_classifications,CP_2021:7.4.5.2,name,en,Ship's Boiler and Other Shipboard Equipment Operators,LLM
sys_occupation_classifications,CP_2021:7.4.5.3,name,en,Motorboat Operators,LLM
sys_occupation_classifications,CP_2021:8.1.1.1,name,en,Street and Door-to-Door Sellers of Goods,LLM
sys_occupation_classifications,CP_2021:8.1.1.2,name,en,Street and Door-to-Door Sellers of Services,LLM
sys_occupation_classifications,CP_2021:8.1.2.1,name,en,Ushers and Related Workers,LLM
sys_occupation_classifications,CP_2021:8.1.2.2,name,en,"Meter Readers, Coin Collectors and Related Workers",LLM
sys_occupation_classifications,CP_2021:8.1.3.1,name,en,"Porters, Freight Handlers and Related Workers",LLM
sys_occupation_classifications,CP_2021:8.1.3.2,name,en,Unskilled Packaging and Warehouse Workers,LLM
sys_occupation_classifications,CP_2021:8.1.3.3,name,en,Delivery Workers,LLM
sys_occupation_classifications,CP_2021:8.1.4.1,name,en,Unskilled Cleaning Staff in Accommodation Services and on Ships,LLM
sys_occupation_classifications,CP_2021:8.1.4.2,name,en,Unskilled Catering Service Staff,LLM
sys_occupation_classifications,CP_2021:8.1.4.3,name,en,Unskilled Cleaning Staff in Offices and Commercial Premises,LLM
sys_occupation_classifications,CP_2021:8.1.4.4,name,en,Vehicle Washers,LLM
sys_occupation_classifications,CP_2021:8.1.4.5,name,en,Refuse Collectors and Other Waste Collection and Sorting Workers,LLM
sys_occupation_classifications,CP_2021:8.1.5.1,name,en,School Caretakers and Related Workers,LLM
sys_occupation_classifications,CP_2021:8.1.5.2,name,en,Hospital Orderlies and Related Workers,LLM
sys_occupation_classifications,CP_2021:8.1.6.1,name,en,"Unskilled Building, Equipment and Property Caretaking Staff",LLM
sys_occupation_classifications,CP_2021:8.2.1.1,name,en,Unskilled Recreational and Cultural Service Staff,LLM
sys_occupation_classifications,CP_2021:8.2.2.1,name,en,Domestic Helpers and Related Workers,LLM
sys_occupation_classifications,CP_2021:8.3.1.1,name,en,Agricultural Labourers,LLM
sys_occupation_classifications,CP_2021:8.3.1.2,name,en,Unskilled Groundskeeping and Landscape Maintenance Workers,LLM
sys_occupation_classifications,CP_2021:8.3.2.1,name,en,Unskilled Forestry Workers,LLM
sys_occupation_classifications,CP_2021:8.3.2.2,name,en,Unskilled Animal Care Workers,LLM
sys_occupation_classifications,CP_2021:8.3.2.3,name,en,Unskilled Fishing and Hunting Workers,LLM
sys_occupation_classifications,CP_2021:8.4.1.1,name,en,Labourers and Other Unskilled Workers in Mining and Quarrying,LLM
sys_occupation_classifications,CP_2021:8.4.2.1,name,en,Labourers and Unskilled Workers in Civil Construction and Related Occupations,LLM
sys_occupation_classifications,CP_2021:8.4.2.2,name,en,"Labourers and Unskilled Workers in the Construction and Maintenance of Roads, Dams and Other Public Works",LLM
sys_occupation_classifications,CP_2021:8.4.3.1,name,en,Unskilled Workers in Industrial Activities and Related Occupations,LLM
sys_occupation_classifications,CP_2021:9.1.1.1,name,en,Armed Forces Officers,LLM
sys_occupation_classifications,CP_2021:9.2.1.1,name,en,Armed Forces Non-Commissioned Officers,LLM
sys_occupation_classifications,CP_2021:9.3.1.1,name,en,Armed Forces Other Ranks,LLM
sys_occupation_classifications,CP_2021:1.1.1.1.1,name,en,Members of National Government Bodies and Legislative Assemblies with Legislative and Regulatory Power,LLM
sys_occupation_classifications,CP_2021:1.1.1.1.2,name,en,Members of Independent Authorities with Regulatory Power,LLM
sys_occupation_classifications,CP_2021:1.1.1.2.0,name,en,Members of Regional and Autonomous Province Government Bodies and Assemblies with Legislative and Regulatory Power,LLM
sys_occupation_classifications,CP_2021:1.1.1.3.0,name,en,Members of Provincial and Metropolitan City Government Bodies and Assemblies with Regulatory Power,LLM
sys_occupation_classifications,CP_2021:1.1.1.4.0,name,en,Members of Sub-Provincial and Municipal Government Bodies and Assemblies with Regulatory Power,LLM
sys_occupation_classifications,CP_2021:1.1.2.1.0,name,en,"Ambassadors, Plenipotentiary Ministers and Senior Diplomatic Officials",LLM
sys_occupation_classifications,CP_2021:1.1.2.2.1,name,en,"Prefects, Deputy Prefects and Senior Prefectural Officials",LLM
sys_occupation_classifications,CP_2021:1.1.2.2.2,name,en,Public Security Officials,LLM
sys_occupation_classifications,CP_2021:1.1.2.3.1,name,en,"Directors-General, Departmental Directors and Equivalent in State Administrations and Non-Economic Public Bodies",LLM
sys_occupation_classifications,CP_2021:1.1.2.3.2,name,en,University Rectors and Directors of Higher Education Institutions and Research Bodies,LLM
sys_occupation_classifications,CP_2021:1.1.2.3.3,name,en,Directors-General and Equivalent in Healthcare,LLM
sys_occupation_classifications,CP_2021:1.1.2.3.4,name,en,"Directors-General and Equivalent in Regions, Autonomous Provinces and Local Authorities",LLM
sys_occupation_classifications,CP_2021:1.1.2.3.5,name,en,Superintendents of National Cultural Heritage,LLM
sys_occupation_classifications,CP_2021:1.1.2.4.1,name,en,Administrative Executives,LLM
sys_occupation_classifications,CP_2021:1.1.2.4.2,name,en,Technical and Professional Executives,LLM
sys_occupation_classifications,CP_2021:1.1.2.4.3,name,en,Healthcare Executives,LLM
sys_occupation_classifications,CP_2021:1.1.2.4.4,name,en,Executives of Health Professions,LLM
sys_occupation_classifications,CP_2021:1.1.2.4.5,name,en,School Principals and Equivalent,LLM
sys_occupation_classifications,CP_2021:1.1.2.4.6,name,en,Municipal and Provincial Secretaries,LLM
sys_occupation_classifications,CP_2021:1.1.3.1.0,name,en,"Judges with Senior Managerial, Policy-Setting and Coordination Functions",LLM
sys_occupation_classifications,CP_2021:1.1.4.1.1,name,en,Executives of Political Parties and Movements,LLM
sys_occupation_classifications,CP_2021:1.1.4.1.2,name,en,Executives of Trade Unions and Other Organisations Protecting Economic and Social Interests,LLM
sys_occupation_classifications,CP_2021:1.1.4.2.0,name,en,"Executives of Humanitarian, Cultural, Scientific and Sports Associations of National or Supranational Interest",LLM
sys_occupation_classifications,CP_2021:1.2.1.1.0,name,en,"Entrepreneurs and Administrators of Large Enterprises in Agriculture, Livestock Farming, Forestry, Hunting and Fishing",LLM
sys_occupation_classifications,CP_2021:1.2.1.2.1,name,en,Entrepreneurs and Administrators of Large Enterprises in Manufacturing and Mineral Extraction,LLM
sys_occupation_classifications,CP_2021:1.2.1.2.2,name,en,"Entrepreneurs and Administrators of Large Enterprises in Electricity, Gas and Water Production and Distribution and Waste Management",LLM
sys_occupation_classifications,CP_2021:1.2.1.3.0,name,en,Entrepreneurs and Administrators of Large Construction Enterprises,LLM
sys_occupation_classifications,CP_2021:1.2.1.4.1,name,en,Entrepreneurs and Administrators of Large Enterprises in Motor Vehicle and Motorcycle Trade and Repair,LLM
sys_occupation_classifications,CP_2021:1.2.1.4.2,name,en,Entrepreneurs and Administrators of Large Enterprises in Goods Trade (Excluding Motor Vehicles and Motorcycles),LLM
sys_occupation_classifications,CP_2021:1.2.1.5.0,name,en,Entrepreneurs and Administrators of Large Enterprises in Accommodation and Food Service Activities,LLM
sys_occupation_classifications,CP_2021:1.2.1.6.1,name,en,Entrepreneurs and Administrators of Large Enterprises in Transportation and Warehousing,LLM
sys_occupation_classifications,CP_2021:1.2.1.6.2,name,en,"Entrepreneurs and Administrators of Large Enterprises in Publishing, Film, Radio and Television Production Services",LLM
sys_occupation_classifications,CP_2021:1.2.1.6.3,name,en,Entrepreneurs and Administrators of Large Enterprises in IT and Telecommunications Services,LLM
sys_occupation_classifications,CP_2021:1.2.1.7.0,name,en,"Entrepreneurs and Administrators of Large Banks, Insurance Companies, Real Estate Agencies and Financial Intermediation Firms",LLM
sys_occupation_classifications,CP_2021:1.2.1.8.0,name,en,Entrepreneurs and Administrators of Large Enterprises in Business and Personal Services,LLM
sys_occupation_classifications,CP_2021:1.2.1.9.1,name,en,"Entrepreneurs and Administrators of Large Private Schools, Universities and Research Institutes",LLM
sys_occupation_classifications,CP_2021:1.2.1.9.2,name,en,"Entrepreneurs and Administrators of Large Hospitals, Private Clinics and Large Social Assistance Enterprises",LLM
sys_occupation_classifications,CP_2021:1.2.1.9.3,name,en,"Entrepreneurs and Administrators of Large Enterprises in Sports, Recreational and Entertainment Activities",LLM
sys_occupation_classifications,CP_2021:1.2.2.1.0,name,en,"Directors and General Managers of Enterprises in Agriculture, Livestock Farming, Forestry, Hunting and Fishing",LLM
sys_occupation_classifications,CP_2021:1.2.2.2.1,name,en,Directors and General Managers of Enterprises in Manufacturing and Mineral Extraction,LLM
sys_occupation_classifications,CP_2021:1.2.2.2.2,name,en,"Directors and General Managers of Enterprises in Electricity, Gas and Water Production and Distribution and Waste Management",LLM
sys_occupation_classifications,CP_2021:1.2.2.3.0,name,en,Directors and General Managers of Construction Enterprises,LLM
sys_occupation_classifications,CP_2021:1.2.2.4.1,name,en,Directors and General Managers of Enterprises in Motor Vehicle and Motorcycle Trade and Repair,LLM
sys_occupation_classifications,CP_2021:1.2.2.4.2,name,en,Directors and General Managers of Enterprises in Goods Trade (Excluding Motor Vehicles and Motorcycles),LLM
sys_occupation_classifications,CP_2021:1.2.2.5.0,name,en,Directors and General Managers of Enterprises in Accommodation and Food Service Activities,LLM
sys_occupation_classifications,CP_2021:1.2.2.6.1,name,en,Directors and General Managers of Enterprises in Transportation and Warehousing,LLM
sys_occupation_classifications,CP_2021:1.2.2.6.2,name,en,"Directors and General Managers of Enterprises in Publishing, Film, Radio and Television Production Services",LLM
sys_occupation_classifications,CP_2021:1.2.2.6.3,name,en,Directors and General Managers of Enterprises in IT and Telecommunications Services,LLM
sys_occupation_classifications,CP_2021:1.2.2.7.0,name,en,"Directors and General Managers of Banks, Insurance Companies, Real Estate Agencies and Financial Intermediation Firms",LLM
sys_occupation_classifications,CP_2021:1.2.2.8.0,name,en,Directors and General Managers of Enterprises in Business and Personal Services,LLM
sys_occupation_classifications,CP_2021:1.2.2.9.0,name,en,"Directors and General Managers of Enterprises in Sports, Recreational and Entertainment Activities",LLM
sys_occupation_classifications,CP_2021:1.2.3.1.0,name,en,Finance and Administration Directors and Managers,LLM
sys_occupation_classifications,CP_2021:1.2.3.2.0,name,en,"Organisation, Human Resources and Industrial Relations Directors and Managers",LLM
sys_occupation_classifications,CP_2021:1.2.3.3.0,name,en,Sales and Marketing Directors and Managers,LLM
sys_occupation_classifications,CP_2021:1.2.3.4.0,name,en,"Communication, Advertising and Public Relations Directors and Managers",LLM
sys_occupation_classifications,CP_2021:1.2.3.5.0,name,en,Procurement and Distribution Directors and Managers,LLM
sys_occupation_classifications,CP_2021:1.2.3.6.0,name,en,IT Services Directors and Managers,LLM
