entity_table,entity_ref,field,locale,text,source
sys_occupation_classifications,ISCO_08:912,name,en,"Vehicle, Window, Laundry and Other Hand Cleaning Workers",HARVEST
sys_occupation_classifications,ISCO_08:9121,name,en,Hand Launderers and Pressers,HARVEST
sys_occupation_classifications,ISCO_08:9122,name,en,Vehicle Cleaners,HARVEST
sys_occupation_classifications,ISCO_08:9123,name,en,Window Cleaners,HARVEST
sys_occupation_classifications,ISCO_08:9129,name,en,Other Cleaning Workers,HARVEST
sys_occupation_classifications,ISCO_08:92,name,en,"Agricultural, Forestry and Fishery Labourers",HARVEST
sys_occupation_classifications,ISCO_08:921,name,en,"Agricultural, Forestry and Fishery Labourers",HARVEST
sys_occupation_classifications,ISCO_08:9211,name,en,Crop Farm Labourers,HARVEST
sys_occupation_classifications,ISCO_08:9212,name,en,Livestock Farm Labourers,HARVEST
sys_occupation_classifications,ISCO_08:9213,name,en,Mixed Crop and Livestock Farm Labourers,HARVEST
sys_occupation_classifications,ISCO_08:9214,name,en,Garden and Horticultural Labourers,HARVEST
sys_occupation_classifications,ISCO_08:9215,name,en,Forestry Labourers,HARVEST
sys_occupation_classifications,ISCO_08:9216,name,en,Fishery and Aquaculture Labourers,HARVEST
sys_occupation_classifications,ISCO_08:93,name,en,"Labourers in Mining, Construction, Manufacturing and Transport",HARVEST
sys_occupation_classifications,ISCO_08:931,name,en,Mining and Construction Labourers,HARVEST
sys_occupation_classifications,ISCO_08:9311,name,en,Mining and Quarrying Labourers,HARVEST
sys_occupation_classifications,ISCO_08:9312,name,en,Civil Engineering Labourers,HARVEST
sys_occupation_classifications,ISCO_08:9313,name,en,Building Construction Labourers,HARVEST
sys_occupation_classifications,ISCO_08:932,name,en,Manufacturing Labourers,HARVEST
sys_occupation_classifications,ISCO_08:9321,name,en,Hand Packers,HARVEST
sys_occupation_classifications,ISCO_08:9329,name,en,Manufacturing Labourers Not Elsewhere Classified,HARVEST
sys_occupation_classifications,ISCO_08:933,name,en,Transport and Storage Labourers,HARVEST
sys_occupation_classifications,ISCO_08:9331,name,en,Hand and Pedal Vehicle Drivers,HARVEST
sys_occupation_classifications,ISCO_08:9332,name,en,Drivers of Animal-drawn Vehicles and Machinery,HARVEST
sys_occupation_classifications,ISCO_08:9333,name,en,Freight Handlers,HARVEST
sys_occupation_classifications,ISCO_08:9334,name,en,Shelf Fillers,HARVEST
sys_occupation_classifications,ISCO_08:94,name,en,Food Preparation Assistants,HARVEST
sys_occupation_classifications,ISCO_08:941,name,en,Food Preparation Assistants,HARVEST
sys_occupation_classifications,ISCO_08:9411,name,en,Fast Food Preparers,HARVEST
sys_occupation_classifications,ISCO_08:9412,name,en,Kitchen Helpers,HARVEST
sys_occupation_classifications,ISCO_08:95,name,en,Street and Related Sales and Service Workers,HARVEST
sys_occupation_classifications,ISCO_08:951,name,en,Street and Related Service Workers,HARVEST
sys_occupation_classifications,ISCO_08:9510,name,en,Street and Related Service Workers,HARVEST
sys_occupation_classifications,ISCO_08:952,name,en,Street Vendors (excluding Food),HARVEST
sys_occupation_classifications,ISCO_08:9520,name,en,Street Vendors (excluding Food),HARVEST
sys_occupation_classifications,ISCO_08:96,name,en,Refuse Workers and Other Elementary Workers,HARVEST
sys_occupation_classifications,ISCO_08:961,name,en,Refuse Workers,HARVEST
sys_occupation_classifications,ISCO_08:9611,name,en,Garbage and Recycling Collectors,HARVEST
sys_occupation_classifications,ISCO_08:9612,name,en,Refuse Sorters,HARVEST
sys_occupation_classifications,ISCO_08:9613,name,en,Sweepers and Related Labourers,HARVEST
sys_occupation_classifications,ISCO_08:962,name,en,Other Elementary Workers,HARVEST
sys_occupation_classifications,ISCO_08:9621,name,en,"Messengers, Package Deliverers and Luggage Porters",HARVEST
sys_occupation_classifications,ISCO_08:9622,name,en,Odd Job Persons,HARVEST
sys_occupation_classifications,ISCO_08:9623,name,en,Meter Readers and Vending-machine Collectors,HARVEST
sys_occupation_classifications,ISCO_08:9624,name,en,Water and Firewood Collectors,HARVEST
sys_occupation_classifications,ISCO_08:9629,name,en,Elementary Workers Not Elsewhere Classified,HARVEST
sys_occupation_classifications,ISCO_08:0,name,en,Armed Forces Occupations,HARVEST
sys_occupation_classifications,ISCO_08:01,name,en,Commissioned Armed forces Officers,HARVEST
sys_occupation_classifications,ISCO_08:011,name,en,Commissioned Armed Forces Officers,HARVEST
sys_occupation_classifications,ISCO_08:0110,name,en,Commissioned Armed Forces Officers,HARVEST
sys_occupation_classifications,ISCO_08:02,name,en,Non-commissioned Armed Forces Officers,HARVEST
sys_occupation_classifications,ISCO_08:021,name,en,Non-commissioned Armed Forces Officers,HARVEST
sys_occupation_classifications,ISCO_08:0210,name,en,Non-commissioned Armed Forces Officers,HARVEST
sys_occupation_classifications,ISCO_08:03,name,en,"Armed Forces Occupations, Other Ranks",HARVEST
sys_occupation_classifications,ISCO_08:031,name,en,"Armed Forces Occupations, Other Ranks",HARVEST
sys_occupation_classifications,ISCO_08:0310,name,en,"Armed Forces Occupations, Other Ranks",HARVEST
sys_occupation_classifications,CP_2021:1,name,en,"Legislators, Entrepreneurs and Senior Executives",LLM
sys_occupation_classifications,CP_2021:2,name,en,"Intellectual, Scientific and Highly Specialized Professions",LLM
sys_occupation_classifications,CP_2021:3,name,en,Technical Professions,LLM
sys_occupation_classifications,CP_2021:4,name,en,Clerical Support Occupations,LLM
sys_occupation_classifications,CP_2021:5,name,en,Skilled Occupations in Commercial Activities and Services,LLM
sys_occupation_classifications,CP_2021:6,name,en,"Craftworkers, Skilled Manual Workers and Farmers",LLM
sys_occupation_classifications,CP_2021:7,name,en,"Plant and Machine Operators, and Vehicle Drivers",LLM
sys_occupation_classifications,CP_2021:8,name,en,Elementary Occupations,LLM
sys_occupation_classifications,CP_2021:9,name,en,Armed Forces Occupations,LLM
sys_occupation_classifications,CP_2021:1.1,name,en,"Members of Legislative Bodies and Government, Senior Officials in Public Administration, the Judiciary, Health, Education and Research Services, and National and International Organizations",LLM
sys_occupation_classifications,CP_2021:1.2,name,en,"Entrepreneurs, Administrators and Directors of Large Enterprises",LLM
sys_occupation_classifications,CP_2021:1.3,name,en,Entrepreneurs and Managers of Small Enterprises,LLM
sys_occupation_classifications,CP_2021:2.1,name,en,"Specialists in Mathematical, Chemical, Physical and Natural Sciences",LLM
sys_occupation_classifications,CP_2021:2.2,name,en,"Engineers, Architects and Related Professions",LLM
sys_occupation_classifications,CP_2021:2.3,name,en,Life Science Specialists,LLM
sys_occupation_classifications,CP_2021:2.4,name,en,Health Professionals,LLM
sys_occupation_classifications,CP_2021:2.5,name,en,"Specialists in Humanities, Social Sciences, Arts and Management",LLM
sys_occupation_classifications,CP_2021:2.6,name,en,Education and Research Specialists,LLM
sys_occupation_classifications,CP_2021:2.7,name,en,Information and Communication Technology (ICT) Specialists,LLM
sys_occupation_classifications,CP_2021:3.1,name,en,"Technical Professions in Science, Engineering and Production",LLM
sys_occupation_classifications,CP_2021:3.2,name,en,Technical Professions in Health and Life Sciences,LLM
sys_occupation_classifications,CP_2021:3.3,name,en,"Technical Professions in Organization, Administration and Financial and Commercial Activities",LLM
sys_occupation_classifications,CP_2021:3.4,name,en,Technical Professions in Public and Personal Services,LLM
sys_occupation_classifications,CP_2021:4.1,name,en,Secretarial and Office Machine Operators,LLM
sys_occupation_classifications,CP_2021:4.2,name,en,Cash Handling and Customer Service Clerks,LLM
sys_occupation_classifications,CP_2021:4.3,name,en,"Administrative, Accounting and Financial Management Clerks",LLM
sys_occupation_classifications,CP_2021:4.4,name,en,"Document Collection, Control, Filing and Delivery Clerks",LLM
sys_occupation_classifications,CP_2021:5.1,name,en,Skilled Occupations in Commercial Activities,LLM
sys_occupation_classifications,CP_2021:5.2,name,en,Skilled Occupations in Hospitality and Catering,LLM
sys_occupation_classifications,CP_2021:5.3,name,en,Skilled Occupations in Health and Social Services,LLM
sys_occupation_classifications,CP_2021:5.4,name,en,Skilled Occupations in Cultural Services,LLM
sys_occupation_classifications,CP_2021:5.5,name,en,Skilled Occupations in Personal Services,LLM
sys_occupation_classifications,CP_2021:5.6,name,en,Skilled Occupations in Security Services,LLM
sys_occupation_classifications,CP_2021:6.1,name,en,"Craftworkers and Skilled Manual Workers in Mining, Construction and Building Maintenance",LLM
sys_occupation_classifications,CP_2021:6.2,name,en,"Skilled Metal and Machinery Craftworkers, and Electrical and Electronic Equipment Installers and Repairers",LLM
sys_occupation_classifications,CP_2021:6.3,name,en,"Skilled Craftworkers in Precision Mechanics, Artistic Crafts, Printing and Related Trades",LLM
sys_occupation_classifications,CP_2021:6.4,name,en,"Farmers and Skilled Workers in Agriculture, Forestry, Animal Husbandry, Fishing and Hunting",LLM
sys_occupation_classifications,CP_2021:6.5,name,en,"Craftworkers and Skilled Workers in Food Processing, Woodworking, Textiles, Clothing, Leather and the Entertainment Industry",LLM
sys_occupation_classifications,CP_2021:7.1,name,en,Industrial Plant Operators,LLM
sys_occupation_classifications,CP_2021:7.2,name,en,Semi-skilled Fixed Machinery Operators for Series Production and Assembly Workers,LLM
sys_occupation_classifications,CP_2021:7.3,name,en,Fixed Machinery Operators in Agriculture and the Food Industry,LLM
sys_occupation_classifications,CP_2021:7.4,name,en,"Drivers of Vehicles, Mobile and Lifting Machinery",LLM
sys_occupation_classifications,CP_2021:8.1,name,en,Elementary Occupations in Trade and Services,LLM
sys_occupation_classifications,CP_2021:8.2,name,en,"Elementary Occupations in Domestic, Recreational and Cultural Activities",LLM
sys_occupation_classifications,CP_2021:8.3,name,en,"Elementary Occupations in Agriculture, Landscaping, Animal Husbandry, Forestry and Fishing",LLM
sys_occupation_classifications,CP_2021:8.4,name,en,"Elementary Occupations in Manufacturing, Mining and Construction",LLM
sys_occupation_classifications,CP_2021:9.1,name,en,Armed Forces Officers,LLM
sys_occupation_classifications,CP_2021:9.2,name,en,Non-Commissioned Officers of the Armed Forces,LLM
sys_occupation_classifications,CP_2021:9.3,name,en,Armed Forces Other Ranks,LLM
sys_occupation_classifications,CP_2021:1.1.1,name,en,Members of Government Bodies and Assemblies with Legislative and Regulatory Powers,LLM
sys_occupation_classifications,CP_2021:1.1.2,name,en,"Directors, Senior Officials and Equivalent in Public Administration and in Health, Education and Research Services",LLM
sys_occupation_classifications,CP_2021:1.1.3,name,en,Senior Judiciary Officials,LLM
sys_occupation_classifications,CP_2021:1.1.4,name,en,Senior Officials of National and International Organizations,LLM
sys_occupation_classifications,CP_2021:1.2.1,name,en,Entrepreneurs and Administrators of Large Enterprises,LLM
sys_occupation_classifications,CP_2021:1.2.2,name,en,Company General Directors and Senior Managers,LLM
sys_occupation_classifications,CP_2021:1.2.3,name,en,Company Departmental Directors and Managers,LLM
sys_occupation_classifications,CP_2021:1.3.1,name,en,Entrepreneurs and Managers of Small Enterprises,LLM
sys_occupation_classifications,CP_2021:2.1.1,name,en,"Specialists in Mathematical, Chemical, Physical and Natural Sciences",LLM
sys_occupation_classifications,CP_2021:2.2.1,name,en,Engineers and Related Professions,LLM
sys_occupation_classifications,CP_2021:2.2.2,name,en,"Architects, Planners, Landscape Architects and Specialists in Land Recovery and Conservation",LLM
sys_occupation_classifications,CP_2021:2.3.1,name,en,Life Science Specialists,LLM
sys_occupation_classifications,CP_2021:2.4.1,name,en,Physicians,LLM
sys_occupation_classifications,CP_2021:2.5.1,name,en,"Specialists in Management, Commercial and Banking Sciences",LLM
sys_occupation_classifications,CP_2021:2.5.2,name,en,Legal Specialists,LLM
sys_occupation_classifications,CP_2021:2.5.3,name,en,Social Science Specialists,LLM
sys_occupation_classifications,CP_2021:2.5.4,name,en,"Specialists in Linguistic, Literary and Information Science Disciplines",LLM
sys_occupation_classifications,CP_2021:2.5.5,name,en,Specialists in Artistic and Performing Disciplines,LLM
sys_occupation_classifications,CP_2021:2.5.6,name,en,Specialists in Religious and Theological Disciplines,LLM
sys_occupation_classifications,CP_2021:2.6.1,name,en,University Professors (Full and Associate),LLM
sys_occupation_classifications,CP_2021:2.6.2,name,en,University Researchers and Graduate Technicians,LLM
sys_occupation_classifications,CP_2021:2.6.3,name,en,Secondary and Post-secondary School Teachers and Related Professions,LLM
sys_occupation_classifications,CP_2021:2.6.4,name,en,Primary and Pre-primary School Teachers and Related Professions,LLM
sys_occupation_classifications,CP_2021:2.6.5,name,en,Other Education and Training Specialists,LLM
sys_occupation_classifications,CP_2021:2.7.1,name,en,Software and Applications Developers and Analysts,LLM
sys_occupation_classifications,CP_2021:2.7.2,name,en,Database and Network Specialists,LLM
sys_occupation_classifications,CP_2021:3.1.1,name,en,"Quantitative, Physical and Chemical Science Technicians",LLM
sys_occupation_classifications,CP_2021:3.1.2,name,en,"Information Technology, Telematics and Telecommunications Technicians",LLM
sys_occupation_classifications,CP_2021:3.1.3,name,en,Engineering Technicians,LLM
sys_occupation_classifications,CP_2021:3.1.4,name,en,Technicians in Continuous Process Plant Operation and Water and Energy Network Management,LLM
sys_occupation_classifications,CP_2021:3.1.5,name,en,Technicians in Production Process Management for Goods and Services,LLM
sys_occupation_classifications,CP_2021:3.1.6,name,en,"Air, Maritime and Rail Transport Technicians",LLM
sys_occupation_classifications,CP_2021:3.1.7,name,en,Optical and Audio-Video Equipment Technicians,LLM
sys_occupation_classifications,CP_2021:3.1.8,name,en,Safety and Environmental Protection Technicians,LLM
sys_occupation_classifications,CP_2021:3.2.1,name,en,Health Technicians,LLM
sys_occupation_classifications,CP_2021:3.2.2,name,en,Life Science Technicians,LLM
sys_occupation_classifications,CP_2021:3.3.1,name,en,Technicians in Production Organization and Administration,LLM
sys_occupation_classifications,CP_2021:3.3.2,name,en,Financial and Insurance Technicians,LLM
sys_occupation_classifications,CP_2021:3.3.3,name,en,Market Relations Technicians,LLM
sys_occupation_classifications,CP_2021:3.3.4,name,en,Commercial Distribution Technicians and Related Professions,LLM
sys_occupation_classifications,CP_2021:3.4.1,name,en,"Technical Professions in Tourism, Hospitality and Related Activities",LLM
sys_occupation_classifications,CP_2021:3.4.2,name,en,"Vocational Training Teachers, Instructors, Coaches, Athletes and Related Professions",LLM
sys_occupation_classifications,CP_2021:3.4.3,name,en,Recreational Services Technicians,LLM
sys_occupation_classifications,CP_2021:3.4.4,name,en,Cultural Services Technicians,LLM
sys_occupation_classifications,CP_2021:3.4.5,name,en,Social Services Technicians,LLM
sys_occupation_classifications,CP_2021:3.4.6,name,en,Public and Security Services Technicians,LLM
sys_occupation_classifications,CP_2021:4.1.1,name,en,Secretarial and General Affairs Clerks,LLM
sys_occupation_classifications,CP_2021:4.1.2,name,en,Office Machine Operators,LLM
sys_occupation_classifications,CP_2021:4.2.1,name,en,Counter Clerks and Cash Handlers,LLM
sys_occupation_classifications,CP_2021:4.2.2,name,en,Customer Reception and Information Clerks,LLM
sys_occupation_classifications,CP_2021:4.3.1,name,en,Logistics Administration Clerks,LLM
sys_occupation_classifications,CP_2021:4.3.2,name,en,"Economic, Accounting and Financial Management Clerks",LLM
sys_occupation_classifications,CP_2021:4.4.1,name,en,"Document Control, Mail Sorting and Delivery Clerks",LLM
sys_occupation_classifications,CP_2021:4.4.2,name,en,Filing and Records Preservation Clerks,LLM
sys_occupation_classifications,CP_2021:5.1.1,name,en,Shopkeepers,LLM
sys_occupation_classifications,CP_2021:5.1.2,name,en,Sales Assistants,LLM
sys_occupation_classifications,CP_2021:5.1.3,name,en,Other Skilled Occupations in Commercial Activities,LLM
sys_occupation_classifications,CP_2021:5.2.1,name,en,Hospitality Establishment Operators,LLM
sys_occupation_classifications,CP_2021:5.2.2,name,en,Catering Establishment Operators and Staff,LLM
sys_occupation_classifications,CP_2021:5.2.3,name,en,Travel Attendants and Related Professions,LLM
sys_occupation_classifications,CP_2021:5.3.1,name,en,Skilled Occupations in Health and Social Services,LLM
sys_occupation_classifications,CP_2021:5.4.1,name,en,"Skilled Occupations in Recreational, Cultural and Related Services",LLM
sys_occupation_classifications,CP_2021:5.5.1,name,en,Beauty Care Operators,LLM
sys_occupation_classifications,CP_2021:5.5.2,name,en,Skilled Occupations in Personal and Related Services,LLM
sys_occupation_classifications,CP_2021:5.5.3,name,en,Animal Trainers and Keepers,LLM
sys_occupation_classifications,CP_2021:5.5.4,name,en,Operators and Staff of Administrative Formalities Agencies and Related Professions,LLM
sys_occupation_classifications,CP_2021:5.5.5,name,en,Funeral Service Operators and Staff,LLM
sys_occupation_classifications,CP_2021:5.6.1,name,en,"Skilled Occupations in Security, Surveillance and Custodial Services",LLM
sys_occupation_classifications,CP_2021:6.1.1,name,en,"Stone Polishers, Stone Cutters, Salt Pan Workers and Related Professions",LLM
sys_occupation_classifications,CP_2021:6.1.2,name,en,Skilled Craftworkers in Building Construction and Structural Maintenance,LLM
sys_occupation_classifications,CP_2021:6.1.3,name,en,Skilled Craftworkers in Building Finishing,LLM
sys_occupation_classifications,CP_2021:6.1.4,name,en,Skilled Craftworkers in Painting and Exterior Building Cleaning and Related Trades,LLM
sys_occupation_classifications,CP_2021:6.1.5,name,en,Skilled Craftworkers in Building Cleaning and Sanitation,LLM
sys_occupation_classifications,CP_2021:6.2.1,name,en,"Foundry Workers, Welders, Sheet Metal Workers, Boilermakers, Metal Structure Fitters and Related Professions",LLM
sys_occupation_classifications,CP_2021:6.2.2,name,en,"Blacksmiths, Toolmakers and Related Workers",LLM
sys_occupation_classifications,CP_2021:6.2.3,name,en,"Craft Mechanics, Fitters, Repairers and Maintenance Workers of Fixed and Mobile Machinery (Excluding Industrial Assembly Line Workers)",LLM
sys_occupation_classifications,CP_2021:6.2.4,name,en,Skilled Craftworkers in Installation and Maintenance of Electrical and Electronic Equipment,LLM
sys_occupation_classifications,CP_2021:6.3.1,name,en,Skilled Craftworkers in Precision Mechanics on Metals and Related Materials,LLM
sys_occupation_classifications,CP_2021:6.3.2,name,en,"Potters, Glass Blowers, Glass Formers and Related Professions",LLM
sys_occupation_classifications,CP_2021:6.3.3,name,en,"Craftworkers in Artistic Wood, Textile and Leather Working and Related Materials",LLM
sys_occupation_classifications,CP_2021:6.3.4,name,en,Skilled Craftworkers in Printing Activities,LLM
sys_occupation_classifications,CP_2021:6.4.1,name,en,Farmers and Skilled Agricultural Workers,LLM
sys_occupation_classifications,CP_2021:6.4.2,name,en,Livestock Farmers and Skilled Animal Husbandry Workers,LLM
sys_occupation_classifications,CP_2021:6.4.3,name,en,Livestock and Crop Farmers,LLM
sys_occupation_classifications,CP_2021:6.4.4,name,en,Skilled Forestry Workers,LLM
sys_occupation_classifications,CP_2021:6.4.5,name,en,Fishermen and Hunters,LLM
sys_occupation_classifications,CP_2021:6.5.1,name,en,Skilled Craftworkers in Food Processing,LLM
sys_occupation_classifications,CP_2021:6.5.2,name,en,"Tool Setters, Workers and Craftworkers in Wood Processing and Related Trades",LLM
sys_occupation_classifications,CP_2021:6.5.3,name,en,Skilled Craftworkers in Textiles and Clothing,LLM
sys_occupation_classifications,CP_2021:6.5.4,name,en,"Skilled Craftworkers in Leather, Hide and Footwear Processing and Related Trades",LLM
sys_occupation_classifications,CP_2021:6.5.5,name,en,Skilled Craftworkers in the Entertainment Industry,LLM
sys_occupation_classifications,CP_2021:7.1.1,name,en,Operators of Plant and Machinery for Mineral Extraction and Primary Processing,LLM
sys_occupation_classifications,CP_2021:7.1.2,name,en,Operators of Plant for Hot Metal Processing and Working,LLM
sys_occupation_classifications,CP_2021:7.1.3,name,en,"Operators of Furnaces and Other Plant for Glass, Ceramics and Related Materials Processing",LLM
sys_occupation_classifications,CP_2021:7.1.4,name,en,Operators of Plant for Wood Processing and Paper Manufacturing,LLM
sys_occupation_classifications,CP_2021:7.1.5,name,en,"Operators of Machinery and Plant for Gas and Petroleum Product Refining, Basic and Fine Chemicals, and Chemical Derivative Manufacturing",LLM
sys_occupation_classifications,CP_2021:7.1.6,name,en,"Operators of Plant for Thermal Energy and Steam Production, Waste Recovery, and Water Treatment and Distribution",LLM
sys_occupation_classifications,CP_2021:7.1.7,name,en,Operators of Automated Assembly Lines and Industrial Robots,LLM
sys_occupation_classifications,CP_2021:7.1.8,name,en,Operators of Plant for Mineral Processing,LLM
sys_occupation_classifications,CP_2021:7.2.1,name,en,Workers Operating Automatic and Semi-automatic Machines for Metalworking and Mineral Products,LLM
sys_occupation_classifications,CP_2021:7.2.2,name,en,"Metal Plating, Electroplating and Photographic Product Manufacturing Workers",LLM
sys_occupation_classifications,CP_2021:7.2.3,name,en,Operators of Machinery for Rubber and Plastic Products Manufacturing,LLM
sys_occupation_classifications,CP_2021:7.2.4,name,en,Workers Operating Machinery in Plants for Series Production of Wood Articles,LLM
sys_occupation_classifications,CP_2021:7.2.5,name,en,Operators of Machinery for Typography and Printing on Paper and Cardboard,LLM
sys_occupation_classifications,CP_2021:7.2.6,name,en,"Workers Operating Machinery in the Textile, Garment and Related Industries",LLM
sys_occupation_classifications,CP_2021:7.2.7,name,en,Industrial Product Assembly Workers,LLM
sys_occupation_classifications,CP_2021:7.2.8,name,en,Workers Operating Packaging Machines for Industrial Products,LLM
sys_occupation_classifications,CP_2021:7.3.1,name,en,Workers Operating Fixed Machinery in Agriculture and Primary Processing of Agricultural Products,LLM
sys_occupation_classifications,CP_2021:7.3.2,name,en,Workers Operating Fixed Machinery in the Food Industry,LLM
sys_occupation_classifications,CP_2021:7.4.1,name,en,Train Drivers and Other Rail Vehicle and Cableway Operators,LLM
sys_occupation_classifications,CP_2021:7.4.2,name,en,Drivers of Motor Vehicles and Animal-drawn Vehicles,LLM
sys_occupation_classifications,CP_2021:7.4.3,name,en,Agricultural Machinery Drivers,LLM
sys_occupation_classifications,CP_2021:7.4.4,name,en,"Drivers of Earth-moving, Lifting and Materials Handling Machinery",LLM
sys_occupation_classifications,CP_2021:7.4.5,name,en,Deck Crew and Related Workers,LLM
sys_occupation_classifications,CP_2021:8.1.1,name,en,Street and Market Vendors,LLM
sys_occupation_classifications,CP_2021:8.1.2,name,en,Elementary Office Workers,LLM
sys_occupation_classifications,CP_2021:8.1.3,name,en,Elementary Workers in Goods Handling and Delivery,LLM
sys_occupation_classifications,CP_2021:8.1.4,name,en,"Elementary Cleaning Workers in Offices, Hotels, Ships, Restaurants, Public Areas and Vehicles",LLM
sys_occupation_classifications,CP_2021:8.1.5,name,en,Elementary Workers in Education and Health Services,LLM
sys_occupation_classifications,CP_2021:8.1.6,name,en,"Elementary Workers in Custodial Services for Buildings, Equipment and Property",LLM
sys_occupation_classifications,CP_2021:8.2.1,name,en,Elementary Workers in Recreational and Cultural Services,LLM
sys_occupation_classifications,CP_2021:8.2.2,name,en,Elementary Domestic Service Workers,LLM
sys_occupation_classifications,CP_2021:8.3.1,name,en,Elementary Workers in Agriculture and Landscape Maintenance,LLM
sys_occupation_classifications,CP_2021:8.3.2,name,en,"Elementary Workers in Forestry, Animal Care, Fishing and Hunting",LLM
sys_occupation_classifications,CP_2021:8.4.1,name,en,Elementary Workers in Mines and Quarries,LLM
sys_occupation_classifications,CP_2021:8.4.2,name,en,Elementary Construction Workers and Related Professions,LLM
sys_occupation_classifications,CP_2021:8.4.3,name,en,Elementary Manufacturing Workers,LLM
sys_occupation_classifications,CP_2021:9.1.1,name,en,Armed Forces Officers,LLM
sys_occupation_classifications,CP_2021:9.2.1,name,en,Non-Commissioned Officers of the Armed Forces,LLM
sys_occupation_classifications,CP_2021:9.3.1,name,en,Armed Forces Other Ranks,LLM
sys_occupation_classifications,CP_2021:1.1.1.1,name,en,Members of Government Bodies and Assemblies with Legislative and Regulatory Powers at National Level,LLM
sys_occupation_classifications,CP_2021:1.1.1.2,name,en,Members of Government Bodies and Assemblies with Legislative and Regulatory Powers at Regional and Autonomous Province Level,LLM
sys_occupation_classifications,CP_2021:1.1.1.3,name,en,Members of Government Bodies and Assemblies with Regulatory Powers at Provincial or Metropolitan City Level,LLM
sys_occupation_classifications,CP_2021:1.1.1.4,name,en,Members of Government Bodies and Assemblies with Regulatory Powers at Municipal and Sub-provincial Level,LLM
sys_occupation_classifications,CP_2021:1.1.2.1,name,en,"Ambassadors, Plenipotentiary Ministers and Senior Diplomatic Officials",LLM
sys_occupation_classifications,CP_2021:1.1.2.2,name,en,"Prefects and Deputy Prefects, Senior Prefectural Officials and Senior Public Security Officials",LLM
sys_occupation_classifications,CP_2021:1.1.2.3,name,en,"General and Departmental Directors and Equivalent in State Administration, Non-economic Public Bodies, Local Authorities, Universities, Research Institutions and Health Services",LLM
sys_occupation_classifications,CP_2021:1.1.2.4,name,en,"Senior Officials and Equivalent in State Administration, Non-economic Public Bodies, Local Authorities, Schools, Universities, Research Institutions and Health Services",LLM
sys_occupation_classifications,CP_2021:1.1.3.1,name,en,"Senior Judges with Executive, Policy-setting and Coordinating Functions",LLM
sys_occupation_classifications,CP_2021:1.1.4.1,name,en,"Senior Officials of National and Supranational Organizations Representing Collective Interests (Political Parties and Movements, Employers' and Workers' Trade Unions, Environmental and Consumer Protection Associations)",LLM
sys_occupation_classifications,CP_2021:1.1.4.2,name,en,"Senior Officials of National or Supranational Humanitarian, Cultural, Scientific and Sports Associations",LLM
sys_occupation_classifications,CP_2021:1.2.1.1,name,en,"Entrepreneurs and Administrators of Large Enterprises in Agriculture, Livestock Farming, Forestry, Hunting and Fishing",LLM
sys_occupation_classifications,CP_2021:1.2.1.2,name,en,"Entrepreneurs and Administrators of Large Enterprises in Mining, Manufacturing, Electricity, Gas and Water Supply, and Waste Management",LLM
sys_occupation_classifications,CP_2021:1.2.1.3,name,en,Entrepreneurs and Administrators of Large Construction Enterprises,LLM
sys_occupation_classifications,CP_2021:1.2.1.4,name,en,Entrepreneurs and Administrators of Large Enterprises in Trade,LLM
sys_occupation_classifications,CP_2021:1.2.1.5,name,en,Entrepreneurs and Administrators of Large Enterprises in Accommodation and Food Service Activities,LLM
sys_occupation_classifications,CP_2021:1.2.1.6,name,en,"Entrepreneurs and Administrators of Large Enterprises in Transportation, Storage, Information and Communication Services",LLM
sys_occupation_classifications,CP_2021:1.2.1.7,name,en,"Entrepreneurs and Administrators of Large Banks, Insurance Companies, Real Estate and Financial Intermediation Agencies",LLM
sys_occupation_classifications,CP_2021:1.2.1.8,name,en,Entrepreneurs and Administrators of Large Enterprises in Business and Personal Services,LLM
sys_occupation_classifications,CP_2021:1.2.1.9,name,en,"Entrepreneurs and Administrators of Large Private Enterprises in Education, Health, Social Assistance, Arts, Sports, Entertainment and Recreation",LLM
sys_occupation_classifications,CP_2021:1.2.2.1,name,en,"Directors and General Managers of Enterprises in Agriculture, Livestock Farming, Forestry, Hunting and Fishing",LLM
sys_occupation_classifications,CP_2021:1.2.2.2,name,en,"Directors and General Managers of Enterprises in Mining, Manufacturing, Electricity, Gas and Water Supply, and Waste Management",LLM
sys_occupation_classifications,CP_2021:1.2.2.3,name,en,Directors and General Managers of Construction Enterprises,LLM
sys_occupation_classifications,CP_2021:1.2.2.4,name,en,Directors and General Managers of Enterprises in Trade,LLM
sys_occupation_classifications,CP_2021:1.2.2.5,name,en,Directors and General Managers of Enterprises in Accommodation and Food Service Activities,LLM
sys_occupation_classifications,CP_2021:1.2.2.6,name,en,"Directors and General Managers of Enterprises in Transportation, Storage, Information and Communication Services",LLM
sys_occupation_classifications,CP_2021:1.2.2.7,name,en,"Directors and General Managers of Banks, Insurance Companies, Real Estate and Financial Intermediation Agencies",LLM
sys_occupation_classifications,CP_2021:1.2.2.8,name,en,Directors and General Managers of Business and Personal Services Enterprises,LLM
sys_occupation_classifications,CP_2021:1.2.2.9,name,en,"Directors and General Managers of Enterprises in Arts, Sports, Entertainment and Recreation",LLM
sys_occupation_classifications,CP_2021:1.2.3.1,name,en,Finance and Administration Directors and Managers,LLM
sys_occupation_classifications,CP_2021:1.2.3.2,name,en,"Organization, Human Resources and Industrial Relations Directors and Managers",LLM
