scheme,code,parent_code,level,name
CP_2021,9.2.1,9.2,3,"Sergenti, sovraintendenti e marescialli delle forze armate"
CP_2021,9.3.1,9.3,3,Truppa delle forze armate
CP_2021,1.1.1.1,1.1.1,4,Membri di organismi di governo e di assemblee con potestà legislativa e regolamentare a livello nazionale
CP_2021,1.1.1.2,1.1.1,4,Membri di organismi di governo e di assemblee con potestà legislativa e regolamentare a livello regionale e di Province autonome
CP_2021,1.1.1.3,1.1.1,4,Membri di organismi di governo e di assemblee con potestà regolamentare a livello provinciale o di città metropolitana
CP_2021,1.1.1.4,1.1.1,4,Membri di organismi di governo e di assemblee con potestà regolamentare a livello comunale e sub-provinciale
CP_2021,1.1.2.1,1.1.2,4,"Ambasciatori, ministri plenipotenziari ed alti dirigenti della carriera diplomatica"
CP_2021,1.1.2.2,1.1.2,4,"Prefetti e vice prefetti, alti funzionari della carriera prefettizia e alti responsabili della sicurezza pubblica"
CP_2021,1.1.2.3,1.1.2,4,"Direttori generali, dipartimentali ed equiparati delle amministrazioni dello Stato, degli enti pubblici non economici, degli enti locali, delle università, degli enti di ricerca e nella sanità"
CP_2021,1.1.2.4,1.1.2,4,"Dirigenti ed equiparati delle amministrazioni dello Stato, degli enti pubblici non economici, degli enti locali, della scuola, delle università, degli enti di ricerca e nella sanità"
CP_2021,1.1.3.1,1.1.3,4,"Magistrati con funzioni direttive superiori, di indirizzo e di coordinamento"
CP_2021,1.1.4.1,1.1.4,4,"Dirigenti di organizzazioni di interesse nazionale e sovranazionale per la rappresentanza di interessi collettivi (partiti e movimenti politici, sindacati delle imprese e dei lavoratori, associazioni per la tutela dell'ambiente e dei consumatori)"
CP_2021,1.1.4.2,1.1.4,4,"Dirigenti di associazioni umanitarie, culturali, scientifiche e sportive di interesse nazionale o sovranazionale"
CP_2021,1.2.1.1,1.2.1,4,"Imprenditori e amministratori di grandi aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca"
CP_2021,1.2.1.2,1.2.1,4,"Imprenditori e amministratori di grandi aziende che operano nell'estrazione dei minerali, nella manifattura, nella produzione e distribuzione di energia elettrica, gas, acqua e nelle attività di gestione dei rifiuti"
CP_2021,1.2.1.3,1.2.1,4,Imprenditori e amministratori di grandi aziende di costruzioni
CP_2021,1.2.1.4,1.2.1,4,Imprenditori e amministratori di grandi aziende nel commercio
CP_2021,1.2.1.5,1.2.1,4,Imprenditori e amministratori di grandi aziende nei servizi di alloggio e ristorazione
CP_2021,1.2.1.6,1.2.1,4,Imprenditori e amministratori di grandi aziende nel settore dei trasporti e magazzinaggio e nei servizi di informazione e comunicazione
CP_2021,1.2.1.7,1.2.1,4,"Imprenditori e amministratori di grandi banche, assicurazioni, agenzie immobiliari e di intermediazione finanziaria"
CP_2021,1.2.1.8,1.2.1,4,Imprenditori e amministratori di grandi aziende nei servizi alle imprese e alle persone
CP_2021,1.2.1.9,1.2.1,4,"Imprenditori e amministratori di grandi aziende private nei servizi di istruzione, sanità, assistenza sociale e nelle attività artistiche, sportive, di intrattenimento e divertimento"
CP_2021,1.2.2.1,1.2.2,4,"Direttori e dirigenti generali di aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca"
CP_2021,1.2.2.2,1.2.2,4,"Direttori e dirigenti generali di aziende che operano nell'estrazione dei minerali, nella manifattura, nella produzione e distribuzione di energia elettrica, gas, acqua e nelle attività di gestione dei rifiuti"
CP_2021,1.2.2.3,1.2.2,4,Direttori e dirigenti generali di aziende nelle costruzioni
CP_2021,1.2.2.4,1.2.2,4,Direttori e dirigenti generali di aziende nel commercio
CP_2021,1.2.2.5,1.2.2,4,Direttori e dirigenti generali di aziende nel settore dei servizi di alloggio e ristorazione
CP_2021,1.2.2.6,1.2.2,4,Direttori e dirigenti generali di aziende nel settore dei trasporti e magazzinaggio e nei servizi di informazione e comunicazione
CP_2021,1.2.2.7,1.2.2,4,"Direttori e dirigenti generali di banche, assicurazioni, agenzie immobiliari e di intermediazione finanziaria"
CP_2021,1.2.2.8,1.2.2,4,Direttori e dirigenti generali di aziende di servizi alle imprese e alle persone
CP_2021,1.2.2.9,1.2.2,4,"Direttori e dirigenti generali di aziende nel settore delle attività artistiche, sportive, di intrattenimento e di divertimento"
CP_2021,1.2.3.1,1.2.3,4,Direttori e dirigenti della finanza ed amministrazione
CP_2021,1.2.3.2,1.2.3,4,"Direttori e dirigenti dell'organizzazione, gestione delle risorse umane e delle relazioni industriali"
CP_2021,1.2.3.3,1.2.3,4,Direttori e dirigenti delle vendite e commercializzazione
CP_2021,1.2.3.4,1.2.3,4,"Direttori e dirigenti della comunicazione, pubblicità e pubbliche relazioni"
CP_2021,1.2.3.5,1.2.3,4,Direttori e dirigenti dell'approvvigionamento e distribuzione
CP_2021,1.2.3.6,1.2.3,4,Direttori e dirigenti dei servizi informatici
CP_2021,1.2.3.7,1.2.3,4,Direttori e dirigenti di ricerca e sviluppo
CP_2021,1.2.3.8,1.2.3,4,Direttori e dirigenti della pianificazione e delle policy
CP_2021,1.3.1.1,1.3.1,4,"Imprenditori e responsabili di piccole aziende che operano nell'agricoltura, nell'allevamento, nella silvicoltura, nella caccia e nella pesca"
CP_2021,1.3.1.2,1.3.1,4,"Imprenditori e responsabili di piccole aziende che operano nell'estrazione di minerali, nella manifattura, nella produzione e distribuzione di energia elettrica, gas e acqua e nelle attività di gestione dei rifiuti"
CP_2021,1.3.1.3,1.3.1,4,Imprenditori e responsabili di piccole aziende nelle costruzioni
CP_2021,1.3.1.4,1.3.1,4,Imprenditori e responsabili di piccole aziende nel commercio
CP_2021,1.3.1.5,1.3.1,4,Imprenditori e responsabili di piccole aziende nei servizi di alloggio e ristorazione
CP_2021,1.3.1.6,1.3.1,4,"Imprenditori e responsabili di piccole aziende nei trasporti, magazzinaggio e nei servizi di informazione e comunicazione"
CP_2021,1.3.1.7,1.3.1,4,"Imprenditori e responsabili di piccoli istituti di credito e di intermediazione finanziaria, assicurativa e immobiliare"
CP_2021,1.3.1.8,1.3.1,4,Imprenditori e responsabili di piccole aziende nei servizi alle imprese e alle persone
CP_2021,1.3.1.9,1.3.1,4,"Imprenditori e responsabili di piccole aziende nei servizi di istruzione, formazione, ricerca, sanità, assistenza sociale e nelle attività artistiche, sportive, di intrattenimento e divertimento"
CP_2021,2.1.1.1,2.1.1,4,Fisici e astronomi
CP_2021,2.1.1.2,2.1.1,4,Chimici e professioni assimilate
CP_2021,2.1.1.3,2.1.1,4,"Matematici, statistici, analisti dei dati e professioni assimilate"
CP_2021,2.1.1.4,2.1.1,4,"Geologi, meteorologi, geofisici e professioni assimilate"
CP_2021,2.2.1.1,2.2.1,4,Ingegneri energetici e meccanici
CP_2021,2.2.1.2,2.2.1,4,Ingegneri metallurgico-minerari
CP_2021,2.2.1.3,2.2.1,4,Ingegneri elettrotecnici
CP_2021,2.2.1.4,2.2.1,4,Ingegneri dell’informazione
CP_2021,2.2.1.5,2.2.1,4,"Ingegneri chimici, petroliferi e dei materiali"
CP_2021,2.2.1.6,2.2.1,4,Ingegneri civili e professioni assimilate
CP_2021,2.2.1.7,2.2.1,4,Ingegneri industriali e gestionali
CP_2021,2.2.1.8,2.2.1,4,Ingegneri biomedici e bioingegneri
CP_2021,2.2.2.1,2.2.2,4,"Architetti, pianificatori, paesaggisti e specialisti del recupero e della conservazione del territorio"
CP_2021,2.2.2.2,2.2.2,4,"Cartografi, fotogrammetristi e specialisti nei sistemi informativi geografici"
CP_2021,2.3.1.1,2.3.1,4,"Biologi, botanici, zoologi e professioni assimilate"
CP_2021,2.3.1.2,2.3.1,4,"Farmacologi, batteriologi e professioni assimilate"
CP_2021,2.3.1.3,2.3.1,4,Agronomi e forestali
CP_2021,2.3.1.4,2.3.1,4,Veterinari
CP_2021,2.3.1.5,2.3.1,4,Farmacisti
CP_2021,2.4.1.1,2.4.1,4,Medici generici
CP_2021,2.4.1.2,2.4.1,4,Specialisti in terapie mediche
CP_2021,2.4.1.3,2.4.1,4,Specialisti in terapie chirurgiche
CP_2021,2.4.1.4,2.4.1,4,Laboratoristi e patologi clinici
CP_2021,2.4.1.5,2.4.1,4,Dentisti e odontostomatologi
CP_2021,2.4.1.6,2.4.1,4,Specialisti in diagnostica per immagini e radioterapia
CP_2021,2.4.1.7,2.4.1,4,"Specialisti in igiene, epidemiologia e sanità pubblica"
CP_2021,2.4.1.8,2.4.1,4,Anestesisti e rianimatori
CP_2021,2.5.1.1,2.5.1,4,Specialisti della gestione e del controllo nella pubblica amministrazione
CP_2021,2.5.1.2,2.5.1,4,Specialisti della gestione e del controllo nelle imprese private
CP_2021,2.5.1.3,2.5.1,4,Specialisti di gestione e sviluppo del personale e dell'organizzazione del lavoro
CP_2021,2.5.1.4,2.5.1,4,Specialisti in contabilità e problemi finanziari
CP_2021,2.5.1.5,2.5.1,4,Specialisti nei rapporti con il mercato
CP_2021,2.5.1.6,2.5.1,4,"Specialisti nelle relazioni pubbliche, dell'immagine e professioni assimilate"
CP_2021,2.5.2.1,2.5.2,4,Procuratori legali ed avvocati
CP_2021,2.5.2.2,2.5.2,4,Esperti legali in imprese o enti pubblici
CP_2021,2.5.2.3,2.5.2,4,Notai
CP_2021,2.5.2.4,2.5.2,4,Magistrati
CP_2021,2.5.3.1,2.5.3,4,Specialisti in scienze economiche
CP_2021,2.5.3.2,2.5.3,4,Specialisti in scienze sociologiche e antropologiche
CP_2021,2.5.3.3,2.5.3,4,Specialisti in scienze psicologiche e psicoterapeutiche
CP_2021,2.5.3.4,2.5.3,4,"Specialisti in scienze storiche, artistiche, politiche e filosofiche"
CP_2021,2.5.3.5,2.5.3,4,Specialisti in scienze pedagogiche
CP_2021,2.5.4.1,2.5.4,4,Scrittori e professioni assimilate
CP_2021,2.5.4.2,2.5.4,4,Giornalisti
CP_2021,2.5.4.3,2.5.4,4,Interpreti e traduttori a livello elevato
CP_2021,2.5.4.4,2.5.4,4,"Linguisti, filologi e revisori di testi"
CP_2021,2.5.4.5,2.5.4,4,"Archivisti e conservatori digitali, bibliotecari, conservatori di musei e professioni assimilate"
CP_2021,2.5.5.1,2.5.5,4,"Pittori, scultori, disegnatori"
CP_2021,2.5.5.2,2.5.5,4,"Registi, direttori artistici, attori, sceneggiatori e scenografi"
CP_2021,2.5.5.3,2.5.5,4,Coreografi e ballerini
CP_2021,2.5.5.4,2.5.5,4,"Compositori, musicisti e cantanti"
CP_2021,2.5.5.5,2.5.5,4,"Artisti delle forme di cultura popolare, di varietà e acrobati"
CP_2021,2.5.5.6,2.5.5,4,Restauratori e specialisti nella conservazione dei beni culturali
CP_2021,2.5.6.1,2.5.6,4,Specialisti in discipline religiose e teologiche
CP_2021,2.6.1.1,2.6.1,4,"Docenti universitari in scienze matematiche e dell'informazione, fisiche, chimiche e della terra"
CP_2021,2.6.1.2,2.6.1,4,Docenti universitari in scienze della vita e della salute
CP_2021,2.6.1.3,2.6.1,4,Docenti universitari in scienze ingegneristiche e dell'architettura
CP_2021,2.6.1.4,2.6.1,4,"Docenti universitari in scienze dell'antichità, filologico-letterarie e storico-artistiche"
CP_2021,2.6.1.5,2.6.1,4,"Docenti universitari in scienze storiche, filosofiche, pedagogiche e psicologiche"
CP_2021,2.6.1.6,2.6.1,4,Docenti universitari in scienze economiche e statistiche
CP_2021,2.6.1.7,2.6.1,4,"Docenti universitari in scienze giuridiche, politiche e sociali"
CP_2021,2.6.2.1,2.6.2,4,"Ricercatori e tecnici laureati nelle scienze matematiche e dell'informazione, fisiche, chimiche, della terra"
CP_2021,2.6.2.2,2.6.2,4,Ricercatori e tecnici laureati nelle scienze della vita e della salute
CP_2021,2.6.2.3,2.6.2,4,Ricercatori e tecnici laureati nelle scienze ingegneristiche e dell'architettura
CP_2021,2.6.2.4,2.6.2,4,"Ricercatori e tecnici laureati nelle scienze dell'antichità, filologico-letterarie e storico-artistiche"
CP_2021,2.6.2.5,2.6.2,4,"Ricercatori e tecnici laureati nelle scienze storiche, filosofiche, pedagogiche e psicologiche"
CP_2021,2.6.2.6,2.6.2,4,Ricercatori e tecnici laureati nelle scienze economiche e statistiche
CP_2021,2.6.2.7,2.6.2,4,"Ricercatori e tecnici laureati nelle scienze giuridiche, politiche e sociali"
CP_2021,2.6.3.1,2.6.3,4,"Docenti delle accademie, dei conservatori e delle istituzioni scolastiche assimilate"
CP_2021,2.6.3.2,2.6.3,4,Docenti di scuola secondaria superiore
CP_2021,2.6.3.3,2.6.3,4,Docenti di scuola secondaria inferiore
CP_2021,2.6.4.1,2.6.4,4,Docenti di scuola primaria
CP_2021,2.6.4.2,2.6.4,4,Docenti di scuola pre-primaria
CP_2021,2.6.5.1,2.6.5,4,Specialisti nell'educazione e nella formazione di soggetti diversamente abili
CP_2021,2.6.5.2,2.6.5,4,Ispettori scolastici e professioni assimilate
CP_2021,2.6.5.3,2.6.5,4,Docenti ed esperti nella progettazione formativa e curricolare
CP_2021,2.6.5.4,2.6.5,4,Consiglieri dell'orientamento
CP_2021,2.6.5.5,2.6.5,4,Insegnanti di discipline artistiche e letterarie
CP_2021,2.7.1.1,2.7.1,4,Analisti e progettisti di software
CP_2021,2.7.2.1,2.7.2,4,Progettisti e amministratori di sistemi
CP_2021,3.1.1.1,3.1.1,4,Tecnici fisici e geologici
CP_2021,3.1.1.2,3.1.1,4,Tecnici chimici
CP_2021,3.1.1.3,3.1.1,4,Tecnici statistici
CP_2021,3.1.2.1,3.1.2,4,Tecnici programmatori
CP_2021,3.1.2.2,3.1.2,4,Tecnici esperti in applicazioni
CP_2021,3.1.2.3,3.1.2,4,Tecnici web
CP_2021,3.1.2.4,3.1.2,4,Tecnici gestori di basi di dati
CP_2021,3.1.2.5,3.1.2,4,Tecnici gestori di reti e di sistemi telematici
CP_2021,3.1.2.6,3.1.2,4,Tecnici per la trasmissione radio-televisiva e per le telecomunicazioni
CP_2021,3.1.2.7,3.1.2,4,Tecnici dei sistemi informativi geografici
CP_2021,3.1.3.1,3.1.3,4,Tecnici meccanici
CP_2021,3.1.3.2,3.1.3,4,Tecnici metallurgico-minerari e della ceramica
CP_2021,3.1.3.3,3.1.3,4,Elettrotecnici
CP_2021,3.1.3.4,3.1.3,4,Tecnici elettronici
CP_2021,3.1.3.5,3.1.3,4,Tecnici delle costruzioni civili e professioni assimilate
CP_2021,3.1.3.6,3.1.3,4,Tecnici del risparmio energetico e delle energie rinnovabili
CP_2021,3.1.3.7,3.1.3,4,Disegnatori industriali e professioni assimilate
CP_2021,3.1.4.1,3.1.4,4,Tecnici della conduzione di impianti produttivi in continuo
CP_2021,3.1.4.2,3.1.4,4,Tecnici dell'esercizio di reti idriche ed energetiche
CP_2021,3.1.5.1,3.1.5,4,Tecnici di produzione in miniere e cave
CP_2021,3.1.5.2,3.1.5,4,Tecnici della gestione di cantieri edili
CP_2021,3.1.5.3,3.1.5,4,Tecnici della produzione manifatturiera
CP_2021,3.1.5.4,3.1.5,4,Tecnici della produzione e preparazione alimentare
CP_2021,3.1.5.5,3.1.5,4,Tecnici della produzione di servizi
CP_2021,3.1.6.1,3.1.6,4,Comandanti e ufficiali di bordo
CP_2021,3.1.6.2,3.1.6,4,Comandanti e piloti di aereo
CP_2021,3.1.6.3,3.1.6,4,Tecnici dell'aviazione civile
CP_2021,3.1.6.4,3.1.6,4,Tecnici dell'organizzazione del traffico ferroviario
CP_2021,3.1.6.5,3.1.6,4,Tecnici dell'organizzazione del traffico portuale
CP_2021,3.1.7.1,3.1.7,4,Fotografi e professioni assimilate
CP_2021,3.1.7.2,3.1.7,4,Operatori di apparecchi per la ripresa e la produzione audio-video
CP_2021,3.1.7.3,3.1.7,4,Tecnici di apparati medicali e per la diagnostica medica
CP_2021,3.1.8.1,3.1.8,4,Tecnici della sicurezza di impianti
CP_2021,3.1.8.2,3.1.8,4,Tecnici della sicurezza sul lavoro
CP_2021,3.1.8.3,3.1.8,4,Tecnici del controllo e della bonifica ambientale
CP_2021,3.2.1.1,3.2.1,4,Professioni sanitarie infermieristiche ed ostetriche
CP_2021,3.2.1.2,3.2.1,4,Professioni sanitarie riabilitative
CP_2021,3.2.1.3,3.2.1,4,Professioni tecnico sanitarie - area tecnico diagnostica
CP_2021,3.2.1.4,3.2.1,4,Professioni tecnico sanitarie - area tecnico assistenziale
CP_2021,3.2.1.5,3.2.1,4,Professioni tecniche della prevenzione
CP_2021,3.2.1.6,3.2.1,4,Altre professioni tecniche della salute
CP_2021,3.2.1.7,3.2.1,4,Tecnici della medicina popolare
CP_2021,3.2.2.1,3.2.2,4,Tecnici agronomi e forestali
CP_2021,3.2.2.2,3.2.2,4,Zootecnici
CP_2021,3.2.2.3,3.2.2,4,"Tecnici biologi, biochimici e professioni assimilate"
CP_2021,3.3.1.1,3.3.1,4,"Segretari amministrativi, archivisti, tecnici degli affari generali e professioni assimilate"
CP_2021,3.3.1.2,3.3.1,4,Contabili e professioni assimilate
CP_2021,3.3.1.3,3.3.1,4,Tecnici del trasferimento e del trattamento delle informazioni
CP_2021,3.3.1.4,3.3.1,4,Corrispondenti in lingue estere e professioni assimilate
CP_2021,3.3.1.5,3.3.1,4,Tecnici dell'organizzazione e della gestione dei fattori produttivi
CP_2021,3.3.2.1,3.3.2,4,Tecnici della gestione finanziaria
CP_2021,3.3.2.2,3.3.2,4,Tecnici del lavoro bancario
CP_2021,3.3.2.3,3.3.2,4,Agenti assicurativi
CP_2021,3.3.2.4,3.3.2,4,"Periti, valutatori di rischio, liquidatori e professioni assimilate"
CP_2021,3.3.2.5,3.3.2,4,"Agenti di borsa e cambio, tecnici dell'intermediazione titoli e professioni assimilate"
CP_2021,3.3.2.6,3.3.2,4,Tecnici della locazione finanziaria e dei contratti di scambio
CP_2021,3.3.3.1,3.3.3,4,Approvvigionatori e responsabili acquisti
CP_2021,3.3.3.2,3.3.3,4,Responsabili di magazzino e della distribuzione interna
CP_2021,3.3.3.3,3.3.3,4,"Commissari, stimatori e aggiudicatori d'asta commerciali"
CP_2021,3.3.3.4,3.3.3,4,Tecnici della vendita e della distribuzione
CP_2021,3.3.3.5,3.3.3,4,Tecnici del marketing
CP_2021,3.3.3.6,3.3.3,4,Tecnici della pubblicità e delle pubbliche relazioni
CP_2021,3.3.4.1,3.3.4,4,Spedizionieri e tecnici della distribuzione
CP_2021,3.3.4.2,3.3.4,4,Agenti di commercio
CP_2021,3.3.4.3,3.3.4,4,Agenti concessionari
CP_2021,3.3.4.4,3.3.4,4,Agenti di pubblicità
CP_2021,3.3.4.5,3.3.4,4,Agenti immobiliari
CP_2021,3.3.4.6,3.3.4,4,Rappresentanti di commercio
CP_2021,3.3.4.7,3.3.4,4,Agenti e rappresentanti di artisti ed atleti
CP_2021,3.4.1.1,3.4.1,4,Tecnici delle attività ricettive e professioni assimilate
CP_2021,3.4.1.2,3.4.1,4,"Tecnici dell'organizzazione di fiere, convegni ed eventi culturali"
CP_2021,3.4.1.3,3.4.1,4,Animatori turistici e professioni assimilate
CP_2021,3.4.1.4,3.4.1,4,Agenti di viaggio
CP_2021,3.4.1.5,3.4.1,4,Guide ed accompagnatori specializzati
CP_2021,3.4.2.1,3.4.2,4,Istruttori di guida
CP_2021,3.4.2.2,3.4.2,4,Insegnanti nella formazione professionale e professioni assimilate
CP_2021,3.4.2.3,3.4.2,4,Istruttori di tecniche in campo artistico
CP_2021,3.4.2.4,3.4.2,4,Istruttori di discipline sportive non agonistiche
CP_2021,3.4.2.5,3.4.2,4,Professioni organizzative nel campo dell'educazione fisica e dello sport
CP_2021,3.4.2.6,3.4.2,4,Allenatori e tecnici di discipline sportive agonistiche
CP_2021,3.4.2.7,3.4.2,4,Atleti
CP_2021,3.4.3.1,3.4.3,4,"Annunciatori e presentatori della radio, della televisione e di altri spettacoli"
CP_2021,3.4.3.2,3.4.3,4,"Tecnici dell'organizzazione della produzione radiotelevisiva, cinematografica e teatrale"
CP_2021,3.4.3.3,3.4.3,4,Intrattenitori
CP_2021,3.4.4.1,3.4.4,4,"Grafici, disegnatori e allestitori di scena"
CP_2021,3.4.4.2,3.4.4,4,"Tecnici dei musei, delle biblioteche e professioni assimilate"
CP_2021,3.4.4.3,3.4.4,4,"Periti, stimatori d'arte e professioni assimilate"
CP_2021,3.4.4.4,3.4.4,4,Tecnici restauratori
CP_2021,3.4.5.1,3.4.5,4,Assistenti sociali
CP_2021,3.4.5.2,3.4.5,4,Tecnici del reinserimento e dell'integrazione sociale
CP_2021,3.4.5.3,3.4.5,4,Tecnici dei servizi per l'impiego
CP_2021,3.4.5.4,3.4.5,4,Tecnici dei servizi di sicurezza privati e professioni assimilate
CP_2021,3.4.5.5,3.4.5,4,Tecnici delle attività religiose e di culto
CP_2021,3.4.6.1,3.4.6,4,Tecnici dei servizi giudiziari
CP_2021,3.4.6.2,3.4.6,4,Ufficiali della polizia di stato
CP_2021,3.4.6.3,3.4.6,4,"Tecnici dei servizi di sicurezza dei vigili urbani, dei vigili del fuoco e del corpo forestale"
CP_2021,3.4.6.4,3.4.6,4,Ufficiali della guardia di finanza
CP_2021,3.4.6.5,3.4.6,4,Controllori fiscali
CP_2021,3.4.6.6,3.4.6,4,Tecnici dei servizi pubblici di concessioni licenze e professioni assimilate
CP_2021,4.1.1.1,4.1.1,4,Addetti a funzioni di segreteria
CP_2021,4.1.1.2,4.1.1,4,Addetti agli affari generali
CP_2021,4.1.1.3,4.1.1,4,Addetti al protocollo e allo smistamento di documenti
CP_2021,4.1.1.4,4.1.1,4,Addetti alla gestione del personale
CP_2021,4.1.2.1,4.1.2,4,"Addetti alla videoscrittura, dattilografi, stenografi e professioni assimilate"
CP_2021,4.1.2.2,4.1.2,4,Addetti all'immissione dati
CP_2021,4.1.2.3,4.1.2,4,Addetti alle macchine per la riproduzione e l'invio di materiali e documenti
CP_2021,4.2.1.1,4.2.1,4,"Addetti agli sportelli assicurativi, bancari e di altri intermediari finanziari"
CP_2021,4.2.1.2,4.2.1,4,Addetti agli sportelli dei servizi postali
CP_2021,4.2.1.3,4.2.1,4,Addetti agli sportelli per l'esazione di imposte e contributi e al recupero crediti
CP_2021,4.2.1.4,4.2.1,4,Addetti agli sportelli delle agenzie di pegno e professioni assimilate
CP_2021,4.2.1.5,4.2.1,4,Addetti alla vendita di biglietti
CP_2021,4.2.1.6,4.2.1,4,Addetti agli sportelli delle agenzie di viaggio
CP_2021,4.2.2.1,4.2.2,4,Addetti all'accoglienza e all'informazione nelle imprese e negli enti pubblici
CP_2021,4.2.2.2,4.2.2,4,Addetti all'accoglienza nei servizi di alloggio e ristorazione
CP_2021,4.2.2.3,4.2.2,4,Centralinisti
CP_2021,4.2.2.4,4.2.2,4,Addetti all'informazione nei Call Center (senza funzioni di vendita)
CP_2021,4.3.1.1,4.3.1,4,Addetti alla gestione degli acquisti
CP_2021,4.3.1.2,4.3.1,4,Addetti alla gestione dei magazzini e professioni assimilate
CP_2021,4.3.1.3,4.3.1,4,Addetti alla gestione amministrativa dei trasporti merci
CP_2021,4.3.2.1,4.3.2,4,Addetti alla contabilità
CP_2021,4.3.2.2,4.3.2,4,Addetti alle buste paga
CP_2021,4.3.2.3,4.3.2,4,Addetti alle operazioni finanziarie per conto dell'impresa o dell'organizzazione
CP_2021,4.3.2.4,4.3.2,4,Addetti ai servizi statistici
CP_2021,4.3.2.5,4.3.2,4,Addetti agli uffici interni di cassa
CP_2021,4.4.1.1,4.4.1,4,"Personale addetto a compiti di controllo, verifica e professioni assimilate"
CP_2021,4.4.1.2,4.4.1,4,Addetti al controllo della documentazione di viaggio
CP_2021,4.4.1.3,4.4.1,4,Addetti allo smistamento e al recapito della posta
CP_2021,4.4.2.1,4.4.2,4,"Addetti ad archivi, schedari e professioni assimilate"
CP_2021,4.4.2.2,4.4.2,4,Addetti a biblioteche e professioni assimilate
CP_2021,5.1.1.1,5.1.1,4,Esercenti delle vendite all'ingrosso
CP_2021,5.1.1.2,5.1.1,4,Esercenti delle vendite al minuto
CP_2021,5.1.1.3,5.1.1,4,Esercenti di distributori di carburanti ed assimilati
CP_2021,5.1.2.1,5.1.2,4,Commessi delle vendite all'ingrosso
CP_2021,5.1.2.2,5.1.2,4,Commessi delle vendite al minuto
CP_2021,5.1.2.3,5.1.2,4,Addetti ad attività organizzative delle vendite
CP_2021,5.1.2.4,5.1.2,4,Cassieri di esercizi commerciali
CP_2021,5.1.2.5,5.1.2,4,"Venditori a domicilio, a distanza e professioni assimilate"
CP_2021,5.1.2.6,5.1.2,4,Addetti ai distributori di carburanti ed assimilati
CP_2021,5.1.3.1,5.1.3,4,"Indossatori, modelli e professioni assimilate"
CP_2021,5.1.3.2,5.1.3,4,Dimostratori e professioni assimilate
CP_2021,5.1.3.3,5.1.3,4,Vetrinisti e professioni assimilate
CP_2021,5.1.3.4,5.1.3,4,Addetti all'informazione e all'assistenza dei clienti
CP_2021,5.2.1.1,5.2.1,4,Esercenti nelle attività ricettive
CP_2021,5.2.2.1,5.2.2,4,Cuochi in alberghi e ristoranti
CP_2021,5.2.2.2,5.2.2,4,"Addetti alla preparazione, alla cottura e alla distribuzione di cibi"
CP_2021,5.2.2.3,5.2.2,4,Camerieri e professioni assimilate
CP_2021,5.2.2.4,5.2.2,4,Baristi e professioni assimilate
CP_2021,5.2.2.5,5.2.2,4,Esercenti nelle attività di ristorazione
CP_2021,5.2.3.1,5.2.3,4,"Hostess, steward e professioni assimilate"
CP_2021,5.2.3.2,5.2.3,4,Accompagnatori turistici
CP_2021,5.3.1.1,5.3.1,4,Professioni qualificate nei servizi sanitari e sociali
CP_2021,5.4.1.1,5.4.1,4,"Esercenti di cinema, teatri e attività sportive e ricreative"
CP_2021,5.4.1.2,5.4.1,4,"Allibratori, croupiers e professioni assimilate"
CP_2021,5.4.1.3,5.4.1,4,"Astrologi, preveggenti, chiromanti e professioni assimilate"
CP_2021,5.5.1.1,5.5.1,4,Acconciatori
CP_2021,5.5.1.2,5.5.1,4,Estetisti e truccatori
CP_2021,5.5.1.3,5.5.1,4,Massaggiatori ed operatori termali
CP_2021,5.5.2.1,5.5.2,4,Personale di compagnia e personale qualificato di servizio alle famiglie
CP_2021,5.5.2.2,5.5.2,4,Addetti alla sorveglianza di bambini e professioni assimilate
CP_2021,5.5.2.3,5.5.2,4,Addetti all'assistenza personale
CP_2021,5.5.3.1,5.5.3,4,Addestratori di animali
CP_2021,5.5.3.2,5.5.3,4,Custodi e allevatori di animali domestici e da esposizione
CP_2021,5.5.4.1,5.5.4,4,Esercenti di agenzie per il disbrigo di pratiche e professioni assimilate
CP_2021,5.5.4.2,5.5.4,4,Addetti di agenzie per il disbrigo di pratiche e professioni assimilate
CP_2021,5.5.5.1,5.5.5,4,Esercenti di agenzie di pompe funebri
CP_2021,5.5.5.2,5.5.5,4,Addetti alle agenzie di pompe funebri
CP_2021,5.6.1.1,5.6.1,4,Personale di guardiania territoriale
CP_2021,5.6.1.2,5.6.1,4,Vigili urbani
CP_2021,5.6.1.3,5.6.1,4,Agenti della polizia di stato e professioni assimilate
CP_2021,5.6.1.4,5.6.1,4,Vigili del fuoco e professioni assimilate
CP_2021,5.6.1.5,5.6.1,4,Agenti di istituti di pena e rieducazione
CP_2021,5.6.1.6,5.6.1,4,Guardie private di sicurezza
CP_2021,5.6.1.7,5.6.1,4,Bagnini e professioni assimilate
CP_2021,5.6.1.8,5.6.1,4,Esercenti di garage ed autorimesse
CP_2021,6.1.1.1,6.1.1,4,Brillatori (addetti alle esplosioni)
CP_2021,6.1.1.2,6.1.1,4,"Tagliatori di pietre, scalpellini e marmisti"
CP_2021,6.1.1.3,6.1.1,4,Coltivatori di saline
CP_2021,6.1.2.1,6.1.2,4,"Muratori in pietra, mattoni, refrattari"
CP_2021,6.1.2.2,6.1.2,4,Muratori in cemento armato
