scheme,code,parent_code,level,name
ISCO_08,7215,721,4,Attrezzatori e montatori di cavi metallici
ISCO_08,722,72,3,"Fabbri, costruttori di utensili ed assimilati"
ISCO_08,7221,722,4,"Fabbri, maniscalchi e operatori di presse per la forgiatura"
ISCO_08,7222,722,4,Costruttori di utensili ed assimilati
ISCO_08,7223,722,4,Modellatori e tracciatori meccanici di macchine utensili
ISCO_08,7224,722,4,"Lucidatori, levigatori e affilatori"
ISCO_08,723,72,3,Meccanici e riparatori di macchine
ISCO_08,7231,723,4,Meccanici e riparatori di veicoli a motore
ISCO_08,7232,723,4,Meccanici e riparatori di motori di aerei
ISCO_08,7233,723,4,Meccanici e riparatori di macchinari agricoli e industriali
ISCO_08,7234,723,4,Meccanici di biciclette e veicoli simili
ISCO_08,73,7,2,Artigiani e operai specializzati delle attività tipografiche
ISCO_08,731,73,3,Artigiani
ISCO_08,7311,731,4,Addetti alla costruzione e riparazione di strumenti di precisione
ISCO_08,7312,731,4,Addetti alla costruzione e all’accordatura di strumenti musicali
ISCO_08,7313,731,4,Gioiellieri e orafi
ISCO_08,7314,731,4,Vasai ed assimilati
ISCO_08,7315,731,4,"Soffiatori, tagliatori, molatori e levigatori di vetro"
ISCO_08,7316,731,4,"Pittori di insegne, decoratori, incisori e acquafortisti"
ISCO_08,7317,731,4,"Artigiani delle lavorazioni del legno, delle ceste e dei materiali affini"
ISCO_08,7318,731,4,"Artigiani delle lavorazioni dei tessili, del cuoio e simili"
ISCO_08,7319,731,4,Artigiani non classificati altrove
ISCO_08,732,73,3,Operai specializzati delle attività tipografiche
ISCO_08,7321,732,4,Tecnici prestampa
ISCO_08,7322,732,4,Stampatori
ISCO_08,7323,732,4,Rilegatori e rifinitori post-stampa
ISCO_08,74,7,2,Artigiani e operai specializzati delle attrezzature elettriche ed elettroniche
ISCO_08,741,74,3,Installatori e riparatori di apparati elettrici
ISCO_08,7411,741,4,Elettricisti dell’edilizia ed assimilati
ISCO_08,7412,741,4,Installatori e riparatori di apparati elettromeccanici
ISCO_08,7413,741,4,Installatori e riparatori di linee elettriche
ISCO_08,742,74,3,Installatori e riparatori elettronici e delle telecomunicazioni
ISCO_08,7421,742,4,Riparatori e manutentori di apparati elettronici industriali
ISCO_08,7422,742,4,Installatori e manutentori di attrezzature delle tecnologie dell’informazione e della comunicazione
ISCO_08,75,7,2,"Artigiani e operai specializzati delle lavorazioni alimentari, del legno, del tessile ed assimilati"
ISCO_08,751,75,3,Operai specializzati delle lavorazioni alimentari ed assimilati
ISCO_08,7511,751,4,"Macellai, pesciaioli ed assimilati"
ISCO_08,7512,751,4,"Panettieri, pastai e pasticcieri"
ISCO_08,7513,751,4,Confezionatori caseari
ISCO_08,7514,751,4,"Conservieri di frutta, verdura e simili"
ISCO_08,7515,751,4,Degustatori e classificatori di prodotti alimentari e bevande
ISCO_08,7516,751,4,Operai specializzati della preparazione e della lavorazione del tabacco
ISCO_08,752,75,3,"Artigiani e operai specializzati del trattamento del legno, ebanisti ed assimilati"
ISCO_08,7521,752,4,Artigiani e operai specializzati del trattamento del legno
ISCO_08,7522,752,4,Ebanisti ed assimilati
ISCO_08,7523,752,4,Modellatori e tracciatori meccanici di macchine utensili
ISCO_08,753,75,3,Artigiani e operai specializzati del tessile
ISCO_08,7531,753,4,"Sarti, confezionatori di capi di abbigliamento, pellicciai e cappellai"
ISCO_08,7532,753,4,Modellisti e tagliatori di capi di abbigliamento
ISCO_08,7533,753,4,"Cucitori, ricamatori ed assimilati"
ISCO_08,7534,753,4,Tappezzieri ed assimilati
ISCO_08,7535,753,4,Conciatori di pelli e di pellicce
ISCO_08,7536,753,4,Confezionatori di calzature ed assimilati
ISCO_08,754,75,3,Altri artigiani e operai specializzati
ISCO_08,7541,754,4,Sommozzatori
ISCO_08,7542,754,4,Brillatori e artificieri
ISCO_08,7543,754,4,Classificatori e collaudatori di prodotti (ad eccezione dei prodotti alimentari e delle bevande)
ISCO_08,7544,754,4,"Fumigatori, disinfestatori e diserbatori"
ISCO_08,7549,754,4,Artigiani e operai specializzati non classificati altrove
ISCO_08,8,,1,Conduttori di impianti e macchinari e addetti al montaggio
ISCO_08,81,8,2,Conduttori di impianti e macchinari fissi
ISCO_08,811,81,3,Conduttori di impianti di miniere e per il trattamento di minerali
ISCO_08,8111,811,4,Minatori e cavapietre
ISCO_08,8112,811,4,Conduttori di impianti per il trattamento di minerali e di pietre
ISCO_08,8113,811,4,"Trivellatori, perforatori di pozzi ed assimilati"
ISCO_08,8114,811,4,"Conduttori di macchinari per prodotti di cemento, pietra e altri minerali"
ISCO_08,812,81,3,Conduttori di impianti per la trasformazione e la finitura dei metalli
ISCO_08,8121,812,4,Conduttori di impianti per la trasformazione dei metalli
ISCO_08,8122,812,4,"Addetti ai macchinari per finire, rivestire, placcare metalli e oggetti in metallo"
ISCO_08,813,81,3,Conduttori di impianti e macchinari per la fabbricazione di prodotti derivati dalla chimica e fotografici
ISCO_08,8131,813,4,Conduttori di impianti e macchinari per la fabbricazione di prodotti derivati dalla chimica
ISCO_08,8132,813,4,Conduttori di macchinari per la fabbricazione di prodotti fotografici
ISCO_08,814,81,3,"Conduttori di macchinari per la fabbricazione di articoli in gomma, plastica e carta"
ISCO_08,8141,814,4,Conduttori di macchinari per la fabbricazione di articoli in gomma
ISCO_08,8142,814,4,Conduttori di macchinari per la fabbricazione di articoli in plastica
ISCO_08,8143,814,4,Conduttori di macchinari per la fabbricazione di articoli in carta
ISCO_08,815,81,3,"Conduttori di macchinari per la confezione di articoli in stoffa, pelliccia e cuoio"
ISCO_08,8151,815,4,"Conduttori di macchinari per preparare le fibre, per la filatura e la bobinatura"
ISCO_08,8152,815,4,Conduttori di telai meccanici per la tessitura e la maglieria
ISCO_08,8153,815,4,Conduttori di macchinari per la cucitura
ISCO_08,8154,815,4,"Conduttori di macchinari per il candeggio, la tintura e la lavatura di filati e tessuti"
ISCO_08,8155,815,4,Conduttori di macchinari per la preparazione di pelliccia e cuoio
ISCO_08,8156,815,4,Conduttori di macchinari per la fabbricazione di calzature ed assimilati
ISCO_08,8157,815,4,Conduttori di macchinari di lavanderia
ISCO_08,8159,815,4,"Conduttori di macchinari per la confezione di articoli in stoffa, pelliccia e cuoio non classificati altrove"
ISCO_08,816,81,3,Conduttori di macchinari per la fabbricazione di alimenti ed assimilati
ISCO_08,8160,816,4,Conduttori di macchinari per la fabbricazione di alimenti ed assimilati
ISCO_08,817,81,3,Conduttori di impianti per la trasformazione del legno e la fabbricazione della carta
ISCO_08,8171,817,4,Conduttori di impianti per la preparazione della pasta di legno e la fabbricazione della carta
ISCO_08,8172,817,4,Conduttori di impianti per la trasformazione del legno
ISCO_08,818,81,3,Altri conduttori di impianti e macchinari fissi
ISCO_08,8181,818,4,Conduttori di impianti per la lavorazione del vetro e della ceramica
ISCO_08,8182,818,4,Conduttori di caldaie a vapore e motori termici
ISCO_08,8183,818,4,"Conduttori di macchine confezionatrici, per l’imbottigliamento ed etichettatrici"
ISCO_08,8189,818,4,Conduttori di impianti e macchinari fissi non classificati altrove
ISCO_08,82,8,2,Assemblatori
ISCO_08,821,82,3,Assemblatori
ISCO_08,8211,821,4,Assemblatori di parti di macchine
ISCO_08,8212,821,4,Assemblatori di apparecchiature elettriche ed elettroniche
ISCO_08,8219,821,4,Assemblatori non classificati altrove
ISCO_08,83,8,2,Conduttori di veicoli e di macchinari mobili
ISCO_08,831,83,3,Conducenti di locomotive ed assimilati
ISCO_08,8311,831,4,Conducenti di locomotive
ISCO_08,8312,831,4,"Frenatori, segnalatori e agenti di manovra ferroviari"
ISCO_08,832,83,3,"Conducenti di automobili, furgoni e motociclette"
ISCO_08,8321,832,4,Motociclisti
ISCO_08,8322,832,4,"Conducenti di automobili, taxi e furgoni"
ISCO_08,833,83,3,Conducenti di mezzi pesanti e di autobus
ISCO_08,8331,833,4,Conducenti di autobus e tram
ISCO_08,8332,833,4,Conducenti di mezzi pesanti e camion
ISCO_08,834,83,3,Conduttori di impianti mobili
ISCO_08,8341,834,4,Conduttori di macchinari agricoli e forestali
ISCO_08,8342,834,4,Conduttori di macchinari per movimento terra ed assimilati
ISCO_08,8343,834,4,Conduttori di macchinari per la perforazione e il sollevamento
ISCO_08,8344,834,4,Conduttori di carrelli elevatori
ISCO_08,835,83,3,Marinai di coperta e operai assimilati
ISCO_08,8350,835,4,Marinai di coperta e operai assimilati
ISCO_08,9,,1,Professioni non qualificate
ISCO_08,91,9,2,Addetti alle pulizie e collaboratori
ISCO_08,911,91,3,"Addetti alle pulizie domestiche, negli esercizi alberghieri e negli uffici"
ISCO_08,9111,911,4,Addetti alle pulizie domestiche e collaboratori domestici
ISCO_08,9112,911,4,"Addetti alle pulizie in uffici, esercizi alberghieri ed altri esercizi"
ISCO_08,912,91,3,"Pulitori di veicoli, pulitori di vetri, lavandai e altri addetti alla pulizia manuale"
ISCO_08,9121,912,4,Lavandai e stiratori a mano
ISCO_08,9122,912,4,Pulitori di veicoli
ISCO_08,9123,912,4,Pulitori di vetri
ISCO_08,9129,912,4,Altri addetti alle pulizie
ISCO_08,92,9,2,"Personale non qualificato addetto all’agricoltura, alle foreste e alla pesca"
ISCO_08,921,92,3,"Personale non qualificato addetto all’agricoltura, alle foreste e alla pesca"
ISCO_08,9211,921,4,Braccianti agricoli
ISCO_08,9212,921,4,Addetti al bestiame
ISCO_08,9213,921,4,Braccianti agricoli e addetti al bestiame
ISCO_08,9214,921,4,Operai adetti ai giardini e alle coltivazioni ortive
ISCO_08,9215,921,4,Operai forestali
ISCO_08,9216,921,4,Personale non qualificato addetto alla pesca e all’acquacoltura
ISCO_08,93,9,2,"Personale non qualificato addetto alle miniere, alle costruzioni e ai trasporti"
ISCO_08,931,93,3,Manovali delle miniere e delle costruzioni
ISCO_08,9311,931,4,Manovali delle miniere e delle cave
ISCO_08,9312,931,4,Manovali dell’ingegneria civile
ISCO_08,9313,931,4,Manovali dell’edilizia
ISCO_08,932,93,3,Personale non qualificato delle attività manifatturiere
ISCO_08,9321,932,4,Imballatori a mano
ISCO_08,9329,932,4,Personale non qualificato delle attività industriali non classificato altrove
ISCO_08,933,93,3,Personale non qualificato addetto ai trasporti e al magazzinaggio
ISCO_08,9331,933,4,Conduttori di veicoli a braccia o a pedali
ISCO_08,9332,933,4,Conduttori di veicoli e macchinari a trazione animale
ISCO_08,9333,933,4,Addetti allo spostamento e alla spedizione dei materiali o delle merci
ISCO_08,9334,933,4,Addetti agli scaffali
ISCO_08,94,9,2,Personale non qualificato addetto alla ristorazione
ISCO_08,941,94,3,Personale non qualificato addetto alla ristorazione
ISCO_08,9411,941,4,Addetti di fast food
ISCO_08,9412,941,4,Garzoni di cucina
ISCO_08,95,9,2,Commercianti ambulanti di manufatti o di servizi
ISCO_08,951,95,3,Venditori ambulanti di servizi
ISCO_08,9510,951,4,Venditori ambulanti di servizi
ISCO_08,952,95,3,Venditori ambulanti di prodotti non alimentari
ISCO_08,9520,952,4,Venditori ambulanti di prodotti non alimentari
ISCO_08,96,9,2,Addetti alla raccolta dei rifiuti e altre professioni non qualificate
ISCO_08,961,96,3,Addetti alla raccolta dei rifiuti
ISCO_08,9611,961,4,Addetti alla raccolta di immondizia e materiale riciclabile
ISCO_08,9612,961,4,Addetti alla selezione dei rifiuti
ISCO_08,9613,961,4,Spazzini ed assimilati
ISCO_08,962,96,3,Altre professioni non qualificate
ISCO_08,9621,962,4,"Corrieri, fattorini, facchini"
ISCO_08,9622,962,4,Addetti a lavori accessori
ISCO_08,9623,962,4,Lettori di contatori e collettori di monete (distributori automatici)
ISCO_08,9624,962,4,Acquaioli e raccoglitori di legna da ardere
ISCO_08,9629,962,4,Altre professioni non qualificate non classificate altrove
ISCO_08,0,,1,Forze armate
ISCO_08,01,0,2,Ufficiali delle forze armate
ISCO_08,011,01,3,Ufficiali delle forze armate
ISCO_08,0110,011,4,Ufficiali delle forze armate
ISCO_08,02,0,2,Sottufficiali delle forze armate
ISCO_08,021,02,3,Sottufficiali delle forze armate
ISCO_08,0210,021,4,Sottufficiali delle forze armate
ISCO_08,03,0,2,"Professioni relative alle forze armate, altri gradi"
ISCO_08,031,03,3,"Professioni relative alle forze armate, altri gradi"
ISCO_08,0310,031,4,"Professioni relative alle forze armate, altri gradi"
CP_2021,1,,1,"LEGISLATORI, IMPRENDITORI E ALTA DIRIGENZA"
CP_2021,2,,1,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE"
CP_2021,3,,1,PROFESSIONI TECNICHE
CP_2021,4,,1,PROFESSIONI ESECUTIVE NEL LAVORO D'UFFICIO
CP_2021,5,,1,PROFESSIONI QUALIFICATE NELLE ATTIVITA’ COMMERCIALI E NEI SERVIZI
CP_2021,6,,1,"ARTIGIANI, OPERAI SPECIALIZZATI E AGRICOLTORI"
CP_2021,7,,1,"CONDUTTORI DI IMPIANTI, OPERAI DI MACCHINARI FISSI E MOBILI E CONDUCENTI DI VEICOLI"
CP_2021,8,,1,PROFESSIONI NON QUALIFICATE
CP_2021,9,,1,FORZE ARMATE
CP_2021,1.1,1,2,"Membri dei corpi legislativi e di governo, dirigenti ed equiparati dell'amministrazione pubblica, nella magistratura, nei servizi di sanità, istruzione e ricerca e nelle organizzazioni di interesse nazionale e sovranazionale"
CP_2021,1.2,1,2,"Imprenditori, amministratori e direttori di grandi aziende"
CP_2021,1.3,1,2,Imprenditori e responsabili di piccole aziende
CP_2021,2.1,2,2,"Specialisti in scienze matematiche, chimiche, fisiche e naturali"
CP_2021,2.2,2,2,"Ingegneri, architetti e professioni assimilate"
CP_2021,2.3,2,2,Specialisti nelle scienze della vita
CP_2021,2.4,2,2,Specialisti della salute
CP_2021,2.5,2,2,"Specialisti in scienze umane, sociali, artistiche e gestionali"
CP_2021,2.6,2,2,Specialisti della formazione e della ricerca
CP_2021,2.7,2,2,Specialisti nelle tecnologie dell'informazione e della comunicazione (ICT)
CP_2021,3.1,3,2,"Professioni tecniche in campo scientifico, ingegneristico e della produzione"
CP_2021,3.2,3,2,Professioni tecniche nelle scienze della salute e della vita
CP_2021,3.3,3,2,"Professioni tecniche nell’organizzazione, amministrazione e nelle attività finanziarie e commerciali"
CP_2021,3.4,3,2,Professioni tecniche nei servizi pubblici e alle persone
CP_2021,4.1,4,2,Addetti alle funzioni di segreteria e alle macchine da ufficio
CP_2021,4.2,4,2,Addetti ai movimenti di denaro e all'assistenza clienti
CP_2021,4.3,4,2,"Addetti alla gestione amministrativa, contabile e finanziaria"
CP_2021,4.4,4,2,"Addetti alla raccolta, controllo, conservazione e recapito della documentazione"
CP_2021,5.1,5,2,Professioni qualificate nelle attività commerciali
CP_2021,5.2,5,2,Professioni qualificate nelle attività ricettive e della ristorazione
CP_2021,5.3,5,2,Professioni qualificate nei servizi sanitari e sociali
CP_2021,5.4,5,2,Professioni qualificate nei servizi culturali
CP_2021,5.5,5,2,Professioni qualificate nei servizi alla persona
CP_2021,5.6,5,2,Professioni qualificate nei servizi di sicurezza
CP_2021,6.1,6,2,"Artigiani e operai specializzati dell’industria estrattiva, dell’edilizia e della manutenzione degli edifici"
CP_2021,6.2,6,2,Artigiani ed operai metalmeccanici specializzati e installatori e manutentori di attrezzature elettriche ed elettroniche
CP_2021,6.3,6,2,"Artigiani ed operai specializzati della meccanica di precisione, dell'artigianato artistico, della stampa ed assimilati"
CP_2021,6.4,6,2,"Agricoltori e operai specializzati dell’agricoltura, delle foreste, della zootecnia, della pesca e della caccia"
CP_2021,6.5,6,2,"Artigiani e operai specializzati delle lavorazioni alimentari, del legno, del tessile, dell'abbigliamento, delle pelli, del cuoio e dell'industria dello spettacolo"
CP_2021,7.1,7,2,Conduttori di impianti industriali
CP_2021,7.2,7,2,Operai semiqualificati di macchinari fissi per la lavorazione in serie e operai addetti al montaggio
CP_2021,7.3,7,2,Operatori di macchinari fissi in agricoltura e nella industria alimentare
CP_2021,7.4,7,2,"Conduttori di veicoli, di macchinari mobili e di sollevamento"
CP_2021,8.1,8,2,Professioni non qualificate nel commercio e nei servizi
CP_2021,8.2,8,2,"Professioni non qualificate nelle attività domestiche, ricreative e culturali"
CP_2021,8.3,8,2,"Professioni non qualificate nell'agricoltura, nella manutenzione del verde, nell'allevamento, nella silvicoltura e nella pesca"
CP_2021,8.4,8,2,"Professioni non qualificate nella manifattura, nell'estrazione di minerali e nelle costruzioni"
CP_2021,9.1,9,2,Ufficiali delle forze armate
CP_2021,9.2,9,2,"Sergenti, sovraintendenti e marescialli delle forze armate"
CP_2021,9.3,9,2,Truppa delle forze armate
CP_2021,1.1.1,1.1,3,Membri di organismi di governo e di assemblee con potestà legislativa e regolamentare
CP_2021,1.1.2,1.1,3,"Direttori, dirigenti ed equiparati dell’amministrazione pubblica e nei servizi di sanità, istruzione e ricerca"
CP_2021,1.1.3,1.1,3,Dirigenti della magistratura
CP_2021,1.1.4,1.1,3,Dirigenti di organizzazioni di interesse nazionale e sovranazionale
CP_2021,1.2.1,1.2,3,Imprenditori e amministratori di grandi aziende
CP_2021,1.2.2,1.2,3,Direttori e dirigenti generali di aziende
CP_2021,1.2.3,1.2,3,Direttori e dirigenti dipartimentali di aziende
CP_2021,1.3.1,1.3,3,Imprenditori e responsabili di piccole aziende
CP_2021,2.1.1,2.1,3,"Specialisti in scienze matematiche, chimiche, fisiche e naturali"
CP_2021,2.2.1,2.2,3,Ingegneri e professioni assimilate
CP_2021,2.2.2,2.2,3,"Architetti, pianificatori, paesaggisti e specialisti del recupero e della conservazione del territorio"
CP_2021,2.3.1,2.3,3,Specialisti nelle scienze della vita
CP_2021,2.4.1,2.4,3,Medici
CP_2021,2.5.1,2.5,3,"Specialisti delle scienze gestionali, commerciali e bancarie"
CP_2021,2.5.2,2.5,3,Specialisti in scienze giuridiche
CP_2021,2.5.3,2.5,3,Specialisti in scienze sociali
CP_2021,2.5.4,2.5,3,"Specialisti in discipline linguistiche, letterarie e documentali"
CP_2021,2.5.5,2.5,3,Specialisti in discipline artistico-espressive
CP_2021,2.5.6,2.5,3,Specialisti in discipline religiose e teologiche
CP_2021,2.6.1,2.6,3,Docenti universitari (ordinari e associati)
CP_2021,2.6.2,2.6,3,Ricercatori e tecnici laureati nell'università
CP_2021,2.6.3,2.6,3,"Docenti di scuola secondaria, post-secondaria e professioni assimilate"
CP_2021,2.6.4,2.6,3,"Docenti di scuola primaria, pre-primaria e professioni assimilate"
CP_2021,2.6.5,2.6,3,Altri specialisti dell'educazione e della formazione
CP_2021,2.7.1,2.7,3,Analisiti e specialisti nella progettazione di applicazioni
CP_2021,2.7.2,2.7,3,Specialisti di reti e di database
CP_2021,3.1.1,3.1,3,"Tecnici delle scienze quantitative, fisiche e chimiche"
CP_2021,3.1.2,3.1,3,"Tecnici informatici, telematici e delle telecomunicazioni"
CP_2021,3.1.3,3.1,3,Tecnici in campo ingegneristico
CP_2021,3.1.4,3.1,3,Tecnici della conduzione di impianti produttivi in continuo e dell'esercizio di reti idriche ed energetiche
CP_2021,3.1.5,3.1,3,Tecnici della gestione dei processi produttivi di beni e servizi
CP_2021,3.1.6,3.1,3,"Tecnici del trasporto aereo, navale e ferroviario"
CP_2021,3.1.7,3.1,3,Tecnici di apparecchiature ottiche e audio-video
CP_2021,3.1.8,3.1,3,Tecnici della sicurezza e della protezione ambientale
CP_2021,3.2.1,3.2,3,Tecnici della salute
CP_2021,3.2.2,3.2,3,Tecnici nelle scienze della vita
CP_2021,3.3.1,3.3,3,Tecnici dell’organizzazione e dell’amministrazione delle attività produttive
CP_2021,3.3.2,3.3,3,Tecnici delle attività finanziarie ed assicurative
CP_2021,3.3.3,3.3,3,Tecnici dei rapporti con i mercati
CP_2021,3.3.4,3.3,3,Tecnici della distribuzione commerciale e professioni assimilate
CP_2021,3.4.1,3.4,3,"Professioni tecniche delle attività turistiche, ricettive ed assimilate"
CP_2021,3.4.2,3.4,3,"Insegnanti nella formazione professionale, istruttori, allenatori, atleti e professioni assimilate"
CP_2021,3.4.3,3.4,3,Tecnici dei servizi ricreativi
CP_2021,3.4.4,3.4,3,Tecnici dei servizi culturali
CP_2021,3.4.5,3.4,3,Tecnici dei servizi sociali
CP_2021,3.4.6,3.4,3,Tecnici dei servizi pubblici e di sicurezza
CP_2021,4.1.1,4.1,3,Addetti alla segreteria e agli affari generali
CP_2021,4.1.2,4.1,3,Addetti alle macchine d'ufficio
CP_2021,4.2.1,4.2,3,Addetti agli sportelli e ai movimenti di denaro
CP_2021,4.2.2,4.2,3,Addetti all'accoglienza e all'informazione della clientela
CP_2021,4.3.1,4.3,3,Addetti alla gestione amministrativa della logistica
CP_2021,4.3.2,4.3,3,"Addetti alla gestione economica, contabile e finanziaria"
CP_2021,4.4.1,4.4,3,Addetti al controllo di documenti e allo smistamento e recapito della posta
CP_2021,4.4.2,4.4,3,Addetti all'archiviazione e conservazione della documentazione
CP_2021,5.1.1,5.1,3,Esercenti delle vendite
CP_2021,5.1.2,5.1,3,Addetti alle vendite
CP_2021,5.1.3,5.1,3,Altre professioni qualificate nelle attività commerciali
CP_2021,5.2.1,5.2,3,Esercenti nelle attività ricettive
CP_2021,5.2.2,5.2,3,Esercenti ed addetti nelle attività di ristorazione
CP_2021,5.2.3,5.2,3,Assistenti di viaggio e professioni assimilate
CP_2021,5.3.1,5.3,3,Professioni qualificate nei servizi sanitari e sociali
CP_2021,5.4.1,5.4,3,"Professioni qualificate nei servizi ricreativi, culturali ed assimilati"
CP_2021,5.5.1,5.5,3,Operatori della cura estetica
CP_2021,5.5.2,5.5,3,Professioni qualificate nei servizi personali ed assimilati
CP_2021,5.5.3,5.5,3,Addestratori e custodi di animali
CP_2021,5.5.4,5.5,3,Esercenti e addetti di agenzie per il disbrigo di pratiche e professioni assimilate
CP_2021,5.5.5,5.5,3,Esercenti e addetti di agenzie di pompe funebri
CP_2021,5.6.1,5.6,3,"Professioni qualificate nei servizi di sicurezza, vigilanza e custodia"
CP_2021,6.1.1,6.1,3,"Brillatori, tagliatori di pietre, coltivatori di saline e professioni assimilate"
CP_2021,6.1.2,6.1,3,Artigiani ed operai specializzati addetti alle costruzioni e al mantenimento di strutture edili
CP_2021,6.1.3,6.1,3,Artigiani ed operai specializzati addetti alle rifiniture delle costruzioni
CP_2021,6.1.4,6.1,3,Artigiani ed operai specializzati addetti alla pitturazione ed alla pulizia degli esterni degli edifici ed assimilati
CP_2021,6.1.5,6.1,3,Artigiani ed operai specializzati addetti alla pulizia ed all’igiene degli edifici
CP_2021,6.2.1,6.2,3,"Fonditori, saldatori, lattonieri, calderai, montatori di carpenteria metallica e professioni assimilate"
CP_2021,6.2.2,6.2,3,Fabbri ferrai costruttori di utensili ed assimilati
CP_2021,6.2.3,6.2,3,"Meccanici artigianali, montatori, riparatori e manutentori di macchine fisse e mobili (esclusi gli addetti alle linee di montaggio industriale)"
CP_2021,6.2.4,6.2,3,Artigiani e operai specializzati dell’installazione e della manutenzione di attrezzature elettriche ed elettroniche
CP_2021,6.3.1,6.3,3,Artigiani ed operai specializzati della meccanica di precisione su metalli e materiali assimilati
CP_2021,6.3.2,6.3,3,"Vasai, soffiatori e formatori di vetrerie e professioni assimilate"
CP_2021,6.3.3,6.3,3,"Artigiani delle lavorazioni artistiche del legno, del tessuto e del cuoio e dei materiali assimilati"
CP_2021,6.3.4,6.3,3,Artigiani ed operai specializzati delle attività poligrafiche
CP_2021,6.4.1,6.4,3,Agricoltori e operai agricoli specializzati
CP_2021,6.4.2,6.4,3,Allevatori e operai specializzati della zootecnia
CP_2021,6.4.3,6.4,3,Allevatori e agricoltori
CP_2021,6.4.4,6.4,3,Operai forestali specializzati
CP_2021,6.4.5,6.4,3,Pescatori e cacciatori
CP_2021,6.5.1,6.5,3,Artigiani ed operai specializzati delle lavorazioni alimentari
CP_2021,6.5.2,6.5,3,"Attrezzisti, operai e artigiani del trattamento del legno ed assimilati"
CP_2021,6.5.3,6.5,3,Artigiani ed operai specializzati del tessile e dell'abbigliamento
CP_2021,6.5.4,6.5,3,"Artigiani ed operai specializzati della lavorazione del cuoio, delle pelli e delle calzature ed assimilati"
CP_2021,6.5.5,6.5,3,Artigiani ed operai specializzati dell’industria dello spettacolo
CP_2021,7.1.1,7.1,3,Conduttori di impianti e macchinari per l'estrazione e il primo trattamento dei minerali
CP_2021,7.1.2,7.1,3,Operatori di impianti per la trasformazione e lavorazione a caldo dei metalli
CP_2021,7.1.3,7.1,3,"Conduttori di forni ed altri impianti per la lavorazione del vetro, della ceramica e di materiali assimilati"
CP_2021,7.1.4,7.1,3,Conduttori di impianti per la trasformazione del legno e la fabbricazione della carta
CP_2021,7.1.5,7.1,3,"Operatori di macchinari e di impianti per la raffinazione del gas e dei prodotti petroliferi, per la chimica di base e la chimica fine e per la fabbricazione di prodotti derivati dalla chimica"
CP_2021,7.1.6,7.1,3,"Conduttori di impianti per la produzione di energia termica e di vapore, per il recupero dei rifiuti e per il trattamento e la distribuzione delle acque"
CP_2021,7.1.7,7.1,3,Operatori di catene di montaggio automatizzate e di robot industriali
CP_2021,7.1.8,7.1,3,Conduttori di impianti per la trasformazione dei minerali
CP_2021,7.2.1,7.2,3,Operai addetti a macchine automatiche e semiautomatiche per lavorazioni metalliche e per prodotti minerali
CP_2021,7.2.2,7.2,3,"Operai dei rivestimenti metallici, della galvanoplastica e per la fabbricazione di prodotti fotografici"
CP_2021,7.2.3,7.2,3,Conduttori di macchinari per la fabbricazione di articoli in gomma e materie plastiche
CP_2021,7.2.4,7.2,3,Operai addetti a macchinari in impianti per la produzione in serie di articoli in legno
CP_2021,7.2.5,7.2,3,Conduttori di macchinari per tipografia e stampa su carta e cartone
CP_2021,7.2.6,7.2,3,"Operai addetti a macchinari dell'industria tessile, delle confezioni ed assimilati"
CP_2021,7.2.7,7.2,3,Operai addetti all'assemblaggio di prodotti industriali
CP_2021,7.2.8,7.2,3,Operai addetti a macchine confezionatrici di prodotti industriali
CP_2021,7.3.1,7.3,3,Operai addetti a macchinari fissi nell'agricoltura e nella prima trasformazione dei prodotti agricoli
CP_2021,7.3.2,7.3,3,Operai addetti a macchinari fissi per l'industria alimentare
CP_2021,7.4.1,7.4,3,Conduttori di convogli ferroviari e altri manovratori di veicoli su rotaie e di impianti a fune
CP_2021,7.4.2,7.4,3,Conduttori di veicoli a motore e a trazione animale
CP_2021,7.4.3,7.4,3,Conduttori di macchine agricole
CP_2021,7.4.4,7.4,3,"Conduttori di macchine per movimento terra, di macchine di sollevamento e di maneggio dei materiali"
CP_2021,7.4.5,7.4,3,Marinai di coperta e operai assimilati
CP_2021,8.1.1,8.1,3,Venditori ambulanti
CP_2021,8.1.2,8.1,3,Personale non qualificato di ufficio
CP_2021,8.1.3,8.1,3,Personale non qualificato addetto allo spostamento e alla consegna merci
CP_2021,8.1.4,8.1,3,"Personale non qualificato nei servizi di pulizia di uffici, alberghi, navi, ristoranti, aree pubbliche e veicoli"
CP_2021,8.1.5,8.1,3,Personale non qualificato nei servizi di istruzione e sanitari
CP_2021,8.1.6,8.1,3,"Personale non qualificato addetto ai servizi di custodia di edifici, attrezzature e beni"
CP_2021,8.2.1,8.2,3,Personale non qualificato nei servizi ricreativi e culturali
CP_2021,8.2.2,8.2,3,Personale non qualificato addetto ai servizi domestici
CP_2021,8.3.1,8.3,3,Personale non qualificato nell'agricoltura e nella manutenzione del verde
CP_2021,8.3.2,8.3,3,"Personale non qualificato addetto alle foreste, alla cura degli animali, alla pesca e alla caccia"
CP_2021,8.4.1,8.4,3,Personale non qualificato delle miniere e delle cave
CP_2021,8.4.2,8.4,3,Personale non qualificato delle costruzioni e professioni assimilate
CP_2021,8.4.3,8.4,3,Personale non qualificato nella manifattura
CP_2021,9.1.1,9.1,3,Ufficiali delle forze armate
